"level_name_2","level_name_3","brand_name","company_name","company_intro","renqi","address","page_num"
"女装品牌","时尚女装","marloca(蔓露卡)","汉天国际服饰有限公司","汉天国际服饰旗下品牌“蔓露卡（Marloca）”崇尚自由、唯美、健康、精致的新生活，将终端市场定位于18~35岁的新型女性，体现时尚丽人与时俱进的美丽内涵，倡导现代女性追求浪漫、独立...","8223","广东",24
"女装品牌","奢侈女装","CHcarolina Herrera","上海日珠贸易有限公司","Carolina Herrera卡罗琳娜·海莱娜设计师品牌介绍：Carolina Herrera品牌理念 優雅的象徵 永恆設計，充滿著大都會、時尚氣息 頂級時裝界，最受歡迎的品牌之一Carolina Herrera系...","4069","上海静安区",24
"快时尚","快时尚女装品牌","MANGO","芒果服饰商贸（深圳）有限公司","MANGO来自西班牙的著名时尚品牌, 成功地将其品牌理念带入到了世界各地，目前在全球超过102个国家设有1761余个MANGO店铺，其中70%的MANGO店是特许经营店，其余为公司直营店。MANGO在世...","5万","上海静安区",24
"女装品牌","时尚女装","CHLOE女装","深圳市影尚外贸服装有限公司","影尚是一家集设计，开发，生产，销售，电子商务为一体的专业化企业。下属多间工厂常年生产出口外贸订单，保证充足的货源，款式应接不暇，乃同行最多。主要品牌有BCBG、Catherine mala...","3213","广东深圳",24
"男装品牌","商务男装","FIRS杉杉","宁波杉杉集团有限公司","中国宁波杉杉服装有限公司是中国本土最大的服装产业集团----杉杉集团所属的主力产品旗舰企业。生产和销售中高档服装，衬衫，服饰等。其中杉杉服装作为中国最早诞生的同行业名牌，在生...","3万","浙江宁波",24
"女装品牌","成熟女装","D’MODES黛玛诗","北京黛玛诗服饰有限公司","D’modes黛玛诗，源于法文“Démodé”，中文译为“时尚巡回”。　　D’modes黛玛诗拥有来自意大利、韩国、台湾的顶尖国际设计师团队。 设计师们不仅继承了欧洲经典的针织纹...","1.6万","河南郑州",24
"女装品牌","奢侈女装","YVES SAINT LAURENT（YSL圣罗兰）","圣罗兰（上海）贸易有限公司","YVES SAINT LAURENT（ysl圣罗兰）女装订造服品牌品牌：YVES SAINT LAURENT成立于1961年, 是最早推出奢华成衣概念的高级定制时装屋, 于1966年发布”RIVE GAUCHE” 成衣系列, 成为年轻...","1.6万","浙江杭州",24
"服装品牌","皮草品牌","丹尼斯DENNIS BASSO","国际一线皮草品牌丹尼斯DENNISBASSO","国际一线皮草品牌丹尼斯DENNIS BASSO。好莱坞女星的最爱DENNIS BASSO丹尼斯皮草，在中国更是仅哈尔滨国际皮草城一家。国际皮草&mdash;丹尼斯DENNIS BASSO 美国丹尼斯DENNIS BASSO...","3.3万","黑龙江哈尔滨",24
"女装品牌","淑女装","ARIOSE years艾诺丝雅诗","浙江致知服饰有限公司","ARIOSEYEARS艾诺丝雅诗女装品牌以释放出女性更多自我存在，从细节本身和内心获得自由与归属感为使命，意欲冲破女性时装表现的固有思维和内在禁锢。用质感高级的天然面料呈现当代女性...","5.7万","浙江杭州",24
"女装品牌","时尚女装","琳娜希曼朵RINASCIMENTO","四川意中意贸易有限公司","琳娜希曼朵公司介绍：四川意中意贸易有限公司 SI CHUAN YI ZHONG YI TRADING CO,LTD为意大利 IZONI INTERNATIONAL TRADING SRL旗下的四川公司。致力于经营，代理欧洲知名国际品牌，开...","6122","四川成都",24
"男装品牌","时尚男装","自由鸟FREEBIRD","广东自由鸟服装有限公司","广东自由鸟服装有限公司是广东省著名商标“自由鸟”的注册企业，是一家拥有20年生产经验、具备国际水平的专业生产制造技术和颇具生产规模的成衣制造及品牌销售商，是集成衣设计、生产...","2.5万","广东广州",24
"女装品牌","轻奢女装","OZZO欧尼迩","深圳市三川丰服饰股份有限公司","OZZO欧尼迩女装品牌介绍：      深圳市三川丰服饰股份有限公司（以下简称“三川丰”）的前身为深圳市亿弘润实业有限公司，成立于1996年，是一家致力于为时尚女性提供世界前沿时尚文化...","9.8万","广东深圳",24
"集合店","集合店女装品牌","LOOWO","南京恋物匠贸易有限公司","LOOWO樂悟女装.时尚买手制品牌LOOWO / “乐在其中，悟享其外”是品牌的核心理念也是多年来的执着追求更代表一种崇尚人性真实的观念设计宗旨在于发掘产品背后的精神而绝非伪大牌的张扬...","112","江苏南京",25
"潮牌","潮牌女装品牌","YDG","广州渡仁菩服饰有限公司","YDG是（Youthful Dreamer Graceful)的缩写。意思是优雅且充满朝气的梦想家。为了从产品上传达此品牌形象。公司在产品设计及市场推广策略中采用口号「想要无可取代，就必须与众不同」...","9776","广东广州",25
"服装品牌","牛仔品牌","WRANGLER威格","恒德利服装有限公司上海分公司","Wrangler威格品牌介绍世界三大牛仔裤品牌之一Wrangler牛仔裤，是一个源于美国西部的品牌。随着时代的变迁，它已发展成为粗犷中具有自信、传统经典中带有真正的美国西部精髓和时尚风格...","2.5万","上海静安区",25
"女装品牌","淑女装","CC&DD","凯迪服饰（上海）有限公司","CC&DD（ccdd女装）1982年诞生于英国，ccdd女装由两位设计师姐妹CINDY和CANDICE创建。 CINDY、CANDICE姐妹热爱时尚，同时却感于时装对于大众的高高在上，所以立志将时尚大众化，将...","14.6万","上海徐汇区",25
"设计师品牌","设计师女装品牌","OTT","杭州明朗时装有限公司","OTT设计师女装品牌:OTT collection经典时尚女装。 OTT女装品牌崇尚东西方风格交融的 纯粹个人领域，设计上以简约、时尚著称。OTT女装倡导明确的都市女性时尚，以都市女性为 ... “自...","26.4万","浙江",25
"女装品牌","奢侈女装","博柏丽burberry","Burberry伦敦公司","Burberry是极具英国传统风格的奢侈品牌，其多层次的产品系列满足了不同年龄和性别消费者需求，公司采用零售、批发和授权许可等方式使其知名度享誉全球。Burberry创办于1856年，是英国...","2.1万","北京朝阳区",25
"内衣品牌","女性内衣","缔妒","佛山市川之尚服饰有限公司","缔妒内衣品牌：佛山市川之尚服饰有限公司成立于1999年，总部座落于内衣名镇—盐步，是一家集产品自主研发、生产、营销、服务为一体的大型现代化调整型内衣企业。拥有生产员工600多名...","886","广东佛山",25
"女装品牌","少淑女装","MULA慕拉","杭州唯卡服饰有限公司","MULA慕拉女装品牌所属杭州唯卡服饰有限公司是一家集合研发、生产、销售于一体的女装品牌公司。引进先进的经营管理理念，专业的研发设计，规模化的生产。公司已发展成为一家专业的现代...","1.4万","浙江杭州",25
"女装品牌","成熟女装","LIEDOW蕾朵","广州欧京玛服饰有限公司","法国女装品牌蕾朵LIEDOW融合了中西方的服装设计概念，运用传统与现代的审美观念将法国服饰文化、潮流、理念带到LIEDOW（蕾朵）的每一件衣服，每一个年龄层中，使每一件都带有“花语”...","2.2万","广东广州",25
"女装品牌","成熟女装","BUOU BUOU邦宝","邦宝服装（深圳）有限公司","台湾（进口）女装BuouBuou（深圳）邦宝时装有限公司，创建台湾1991年，中国大陆公司座落在上海、深圳 公司定位在大陆品牌差异化战略思路上，公司以日韩顶级服装设计团队为品牌总设计...","8.3万","广东深圳",25
"女装品牌","淑女装","依维妮iveni","杭州森雅莉服饰有限公司","杭州森雅莉服饰有限公司是一家专业集设计、生产、销售于一体的服装企业，旗下拥有依维妮和蒙莎特两大时尚女装品牌,自成立以来，一直致力于国内外市场开发及推广业务。公司拥有一批懂...","2.2万","浙江杭州",25
"女装品牌","时尚女装","沙与沫","杭州香颂服饰有限公司","沙与沫以简约、优雅、时尚的设计风格，给都市女性（办公室职员、医生、教师、银行职员、自由职业者等）送去一份自信与从容。 价格定位--沙与沫品牌女装将价格定位都市知识女性普遍接...","3.6万","浙江",25
"女装品牌","商务女装","Theory","美国纽约希尔瑞时装(Theory)","来自美国纽约的希尔瑞时装 (Theory) ，一个后现代的时装品牌，创立于1997年。希尔瑞时装 (Theory) 创办人是安德鲁·罗森 (Andrew Rosen) 和以色列裔美国设计师艾利·塔哈瑞 (...","6.9万","上海徐汇区",25
"女装品牌","少淑女装","JS杰茜","温州市杰茜莱服饰有限公司","JS杰茜女装品牌介绍：JS杰茜女装以“Modern * vintage”的撞击为创意概念，加入了少女青睐的甜蜜元素，打造出多面化混搭风格的轻奢品牌，让我们在这浪漫的季节，与JS一起打造甜美复古...","7079","浙江温州",25
"女装品牌","时尚女装","HERMES","上海圣特娜商贸有限公司","HERMES品牌由爱马仕集团旗下的子公司上海圣特娜商贸有限公司进行运营. HERMES自1837年在法国创立以来，其14大类产品（包括丝巾、领带、皮具、服装、鞋帽、首饰、手表、家居用品、马具...","4300","上海静安区",25
"女装品牌","成熟女装","SZEVN淑紫云","重庆纭梦制衣有限公司","SZEVN淑紫云女装品牌：      重庆纭梦制衣有限公司是集研发设计、生产销售于一体淑紫云女装品牌服装生产型民营企业。公司成立于2003年，其前身是1997年成立的重庆紫云制衣有限公司。...","6287","重庆渝北区",25
"女装品牌","成熟女装","FLOWER ENJOY华人杰","华人杰（杭州）投资有限公司","企业简介:华人杰（杭州）投资有限公司始创于2002年，注册资本500万元，是一家集设计研发、营销、形象推广、信息、物流、生产于一体的大型时尚女装品牌公司。旗下品牌女装FLOWER  ENJO...","4.4万","浙江杭州",25
"女装品牌","成熟女装","gvssjee高诗婕","浙江高氏杰服饰有限公司","品牌简介：  浙江高氏杰服饰有限公司旗下高端品牌“gvssjee高诗婕” 以“贤淑得体”为品牌定位，以“ 精致得体、优雅绽放” 为品牌理念，为现代都市女性提供优质的产品和服务。 gvssj...","4942","浙江温州",25
"男装品牌","休闲男装","KOOL","东方国际创业股份有限公司","KOOL男装品牌：KOOL品牌持有者东方国际创业股份有限公司，成立于1998年11月，上市于2000年7月，注册资本4.4亿元。公司前身为拥有40余年经营历史的上海市服装进出口公司，他是我国成立...","1241","上海闵行区",25
"服装品牌","休闲品牌","美邦（美特斯邦威）","上海美特斯邦威服饰股份有限公司","美邦服饰美特斯邦威集团公司始建于1995年，主要研发、生产、销售美特斯邦威品牌休闲系列服饰。　　 　　　　“美特斯邦威”是集团自主创立的本土休闲服品牌。“美”：美丽，时尚；“...","13.8万","上海南汇区",25
"女装品牌","成熟女装","PESARO黄蕙玲","上海孚伸商贸有限公司","PESARO黄蕙玲女装品牌所属上海孚伸商贸有限公司为台湾高级流行女装，以台湾女装设计师黄蕙玲本名为中文品牌的中国总经销。PESARO黄慧玲女装品牌1996年秋冬创始，作品经推出即造成业界...","2.8万","上海闵行区",26
"女装品牌","电商女装","HSTYLE韩都衣舍","山东韩都衣舍服饰有限公司","山东韩都衣舍服饰有限公司是一家从事网络服装销售的电子商务公司，主营韩国风格时尚女装。公司目前下设产品部、生产部、摄影部、市场部、分销部、客服部、物流部、质检部、技术部、财...","2.4万","山东济南",26
"内衣品牌","女性内衣","Body Style布迪设计","深圳市纬隆实业有限公司","我们每一件产品至少经过3个月、30道精细工艺、百余道操做程序，从款式设计、面料采购、手工缝制、产品质检等，致力于为您精心打造出设计独特、舒适称心的时尚胸围内裤，是我们一直追...","6926","广东深圳",26
"女装品牌","淑女装","露蜜LUMI","东莞市虎门品冠服装有限公司","露蜜LUMI女装品牌：关于LumiLumi在法文中是‘光’的意思，希望让人联想到‘温暖’的感觉， 是一个在消费者心中，有温度的品牌。以25 - 45 岁的白领女性顾客为主， Lumi设计师品牌以四...","2.1万","广东东莞",26
"女装品牌","成熟女装","欧魅赛尔OMSER","广州市欧魅赛尔时装有限公司","公司简介     欧魅赛尔服装有限公司成立于1995年，公司总部设在美丽的花城广州。目前公司 “欧魅赛尔”品牌，网络客户遍布全国各地。公司是集设计、生产、销售于一体，以欧洲时尚、个...","2.3万","广东广州",26
"女装品牌","成熟女装","JOYO祖儿","祖儿服装（深圳）有限公司","J0Y0品牌介紹(Introduction for J0Y0 brand)一、J0Y0起源:(The History of J0Y0)    2001年，祖兒國際有限公司率先在義大利註冊並推出時尚女裝品牌&mdash;&mdash;J0Y0，並以...","1.3万","广东深圳",26
"男装品牌","时尚男装","MARTIN VEBER韦乐","广州市名杰贸易有限公司","MARTIN VEBER韦乐男装品牌：广州韦乐贸易发展有限公司成立于2006年10月，是意大利MVMARTIN VEBER韦乐男装品牌品牌在中国大陆的总代理，全权负责韦乐品牌在中国大陆的市场推广和品牌营...","1.8万","广东广州",26
"男装品牌","休闲男装","Navigare帆船","浙江邦格服装有限公司","“Navigare”是意大利MANIFATTURA RIESE公司于1961年在意大利REGGIO EMILIA的城市RIO SALICETO创建。至今已在全球35个国家（地区）开设近千家销售网点，并将于2007年秋季全面进驻中国...","4.8万","浙江嘉兴",26
"女装品牌","淑女装","YIGUE亦谷","上海索索服饰有限公司","YIGUE亦谷女装品牌定位THE CUSTOMER 核心顾客 知性的女人优雅、自信、风情、睿智。 在中国，社会形态正在发生悄然变化，一批受过良好教育、有着稳定收入的知识女性群体正逐渐形成，并...","13万","上海长宁区",26
"女装品牌","成熟女装","卡利亚里CAGLIARI EXCHANGE","北京班纳发迅时装有限公司","北京班纳发迅时装有限公司是集品牌代理，服装制造，贩卖分销为一体的专业化团队。公司前身从1991年开始代理生产意大利品牌贝纳通。1996年代理贝纳通F1 ，是在全球第一家将运动风格的...","8.2万","北京崇文区",26
"女装品牌","奢侈女装","丹尼爱特DANIEL HECHTER","香港协亚创意有限公司","DANIEL HECHTER品牌宣扬宣扬其法国优雅的生活方式， 低调有质感的设计， 精选的物料和合身的剪裁都倡寻着对生活的热爱。一如Daniel Hechter品牌的双斜线logo一样，宣导简约，不浮跨的...","1.2万","香港荃湾区",26
"男装品牌","商务男装","鄂尔多斯(酒店\机场专营)","中国总代理:广州市精诚服装有限公司","鄂尔多斯男装,全部酒店\机场专营 风格：鄂尔多斯服饰系列秉承其二十多年来坚持优质、时尚、经典的产品形象，款式结构简单，线条流畅，优雅闲适又不失稳健深沉，成为当代追求高品味男...","6456","广东广州",26
"男装品牌","商务男装","JEVONI杰凡尼","广州名杰贸易有限公司","JEVONI杰凡尼男装：二十世纪八十年代，崇尚简约、无拘束的意大利服装界掀起新简约主义的风潮。""JEVONI""服装设计师SanMeLeo · LanKa（圣马里奥·朗可）大胆、创新...","5万","广东",26
"女装品牌","时尚女装","KAJIAXI卡嘉茜","杭州芮可服饰有限公司","KAJIAXI卡嘉茜女装品牌：KAJIAXI（卡嘉茜）源自时尚之都法国，将优雅、摩登、精致的法式时髦与欧洲现代艺术完美融合，呈现浓郁的巴黎文化艺术底蕴！随意漫步巴黎，不管是露天咖啡座、...","2294","浙江杭州",26
"设计师品牌","设计师女装品牌","JAC","杰客（上海）服饰有限公司","JAC女装品牌诠释：　　JAC设计透漏出简约而不简单的风格，表达出坚毅中而不失性感，现代并时尚的女性追求，她们前卫，敢于挑战，并无时不刻透出酷风格，她们年龄层在25-45岁之间，在...","1.3万","上海宝山区",26
"女装品牌","轻奢女装","COLOVE(卡拉佛)","浙江娜利服饰有限公司","诞生于意大利纯正轻奢风格的COLOVE（卡拉佛），传递“独立、悦己、分享”的精神主张，探求艺术情怀、先锋创意与实用主义成衣激情碰撞，呈现出自我、率性、利落、精致的精神气场与个性...","4.8万","浙江杭州",26
"女装品牌","时尚女装","LULUALWAYS我爱露露","上海珈俪时装有限公司","上海珈俪时装有限公司于2005年成立，是一家集产品研发、 生产、营销、策划为一体的具有先进经营理念的专业化品牌服装管理企业。旗下拥有“LuLualways 我爱露露”、“smile LuLualways...","2.3万","上海闵行区",26
"运动品牌","运动服饰","adidas Originals三叶草","进口商：上海靖立贸易有限公司","adidas三叶草运动系列由上海靖立贸易有限公司经销! 三叶草从1972年开始成为阿迪达斯的标志，当时所有阿迪达斯产品都使用这一标志。三叶草的形状如同地球立体三维的平面展开，很像一张...","4.8万","上海杨浦区",26
"女装品牌","时尚女装","rosealea朗斯莉","杭州朗斯莉服饰有限公司","杭州朗斯莉服饰是一家从事设计开发、销售，生产和服务为一体的时尚品牌女装。本着服务于市场，服务于大众的宗旨，致力于休闲时尚、女人时尚的简约女装开发与销售。 坚持“品质至上、...","3872","浙江",26
"运动品牌","户外品牌","澳洲KAILAS","广州玛雅商贸有限公司","KAILAS户外品牌：20世纪60年代，在中南亚，南美地区和其他一些当时相对落后的国度里，流浪着一些奇特的人群。他们都来自于物质充 裕的发达国家，带着迷茫，反叛，带着反战和祈求和平...","6508","广东广州",26
"女装品牌","时尚女装","DGderliGalam","广州圣熙伦科技有限公司","广州圣熙伦科技有限公司，成立于1998年，公司是一家集设计、生产、销售于一体的现代生产企业。下设品牌研发中心、营销中心、生产中心、财务中心、物流控制中心、推广部、采购部、人力...","109","广东",27
"快时尚","快时尚休闲品牌","无印良品MUJI","無印良品（上海）商业有限公司","来自日本的全球化品牌“無印良品”终于将在北京开店！ 無印良品获得亚欧各国支持的日本开发的国际化品牌“無印良品”在上海的中国1号店开店已经有2年了。活用素材的简约风，为人们的...","3.3万","上海静安区",27
"女装品牌","淑女装","Retro Tomorrow","因丽素时装有限公司","创立于 2016 年的 Retro Tomorrow女装品牌从后现代主义设计得到启发,由彩度变化、解构主义、象征主义出发,演绎了 60-80 年代极具代表性的服装风格。“RETRO TOMORROW”是关于一个热衷...","691","香港观塘区",27
"女装品牌","时尚女装","su&qiu诉求","广州伙伴服饰有限公司","品牌简介：su&qiu诉求是广州伙伴服饰有限公司旗下精品女装时尚品牌。摩登美学是su&qiu的设计DNA。灵感来源于各类音乐，艺术流派衍生出的各种意识形态。把各种现代音乐艺术流...","1325","广东广州",27
"设计师品牌","设计师休闲品牌","Calvin Klein","上海润凡贸易实业有限公司","Calvin Klein是美国第一大设计师品牌，曾经连续四度获得知名的服装奖项；旗下的相关产品更是层出不穷，声势极为惊人。 Calvin Klein一直坚守完美主义，每一件Calvin Klein时装都显得...","6605","上海长宁区",27
"女装品牌","棉麻女装","Wood plus+氏伽","福建氏伽服饰有限公司","品牌介绍丹麦是全球的时尚、休闲之都。在过去几年中，我们的故事不断续写。Wood	plus+氏伽致力于在全国范围内打造触手可及的流行时尚。Wood	plus+氏伽于2013年在丹麦创立，致力于传播...","86","福建",27
"设计师品牌","设计师女装品牌","BANXIAOXUE班晓雪","广州初原服饰有限公司","BANXIAOXUE班晓雪品牌诠释： 自然地做自然的事。保持初心的静默和柔软，寻找万物的本源，在寻找和回归中体悟当下的意识，放下所谓的设计，不刻意，不取悦，在一种无为的心境下，让一...","2.5万","广东广州",27
"女装品牌","时尚女装","碧碧 (Bebe) ","苏州艾淇服饰服饰有限公司","品牌中英文名：碧碧(bebe)品牌发源地：美国创建年代：1976年创始人： Manny Mashouf产品类别：女装、配饰、鞋靴、包包、太阳镜等公司总部：美国Hebron(肯塔基州城市)◆ 碧碧 (bebe) ...","8759","江苏苏州",27
"女装品牌","时尚女装","红馆","厦门红红馆服饰有限公司","故事Story创始人晶君女士和她的爱人“大叔”，一场红磡体育场驻足，燃起了创立红馆品牌的念想，希望以服装为媒介，基于自身女性的思考，创立出有着独立个性的女装品牌。于此，红馆带...","207","福建",27
"服装品牌","休闲品牌","Scofield","上海衣恋服饰有限公司","SCOFIELD品牌简介：SCOFIELD是苏格兰和田园名词的复合名词，她以传统的贵族气质和浪漫的淑女风格深受追求高尚生活的女性喜爱.在传统中不失变化，优雅中不失活力. 　　年龄定位：25-45...","12.7万","上海徐汇区",27
"女装品牌","时尚女装","莱姿Rojrover","莱姿服饰（深圳）有限公司","Rojrover 莱姿品牌创立于 2000 年，是一家集研发、设计、生产经营、销售、服务为一体的专业中高端女装服饰港资公司。总部坐落于美丽的经济特区－深圳。　　公司自主开创的女装品牌roj...","2.1万","广东深圳",27
"女装品牌","轻奢女装","La koradior拉珂蒂","深圳市珂莱蒂尔服饰有限公司","La koradior拉珂蒂女装品牌La Koradior（拉珂蒂）隶属于珂莱蒂尔控股有限公司，创立于2012年，创立此品牌的灵感来源于米兰著名的歌剧院拉·斯卡拉。针对这个品牌所服务的人群特质...","5005","广东深圳",27
"女装品牌","时尚女装","艾娜乔ANNACHO","北京依可服装有限公司","“艾娜乔ANNACHO ”品牌诞生于韩国的国际知名时尚品牌，品牌创立于八十年代末，“ANNACHO ”品牌是(株)依菲尼特集团公司属下依可服装有限公司的主导品牌，于2006年进入中国市场，由此...","3044","北京丰台区",27
"女装品牌","成熟女装","LANCY朗姿","朗姿股份有限公司","朗姿，中国高端时尚品牌，LANCY朗姿女装品牌拥有国际视野及国际影响力，致力成为成就“泛时尚生态圈”的互联网化和国家化的一流时尚产业集团。　　朗姿股份, 中国高端女装国内A股第一...","49.9万","北京朝阳区",27
"女装品牌","时尚女装","ROCOCO洛可可","浙江君时时装有限公司","品牌概述ROCOCO，是以洛可可艺术风格命名，带有洛可可基因内涵的快时尚女装。品牌坚持“风格化、快时尚”定位，用经典的艺术风格碰撞全球潮流时尚。ROCOCO自2012年创办以来，现于上海...","10.4万","浙江杭州",27
"男装品牌","商务男装","VASTO华斯度","VASTO华斯度（中国）行销公司","VASTO是源自具有浓厚艺术气息的意大利海滨城市--伊斯托姆城的顶级男装服饰品牌,糅合了时尚与经典的设计风格,在款式、图案、布纹、面料上寻求最佳搭配。没有华丽的外表，但它成熟稳重...","13.9万","广东广州",27
"女装品牌","时尚女装","JAYLEY","义乌古韵服饰有限公司","JAYLEY的成功秘诀在于更为大胆的诠释、对卓越品质的不懈追求、对细节一丝不苟的关注以及独特的英伦风格与亚洲女装时尚的接轨，融成别具一格的JAYLEY风格，自然不落俗套。自2003年，JA...","109","浙江",27
"女装品牌","成熟女装","milandon米兰登","米兰登服饰（广东）有限公司","米兰登服饰（广东）有限公司始源于香港龙海贸易有限公司，创建于八十年代，生产经营男女休闲服装，蜚声欧美和东南亚。在充分领悟国际服装流行趋势的基础上，于1995年隆重载入另一瑰丽...","1.9万","广东深圳",27
"设计师品牌","设计师女装品牌","YDCOV依丁可唯","广州依丁服饰有限公司","公司简介 　　广州市依丁服饰有限公司创办于1999年，一直专注致力于原创服饰设计。以自然、素雅、随意、自在的东方美学为基础，以“不变中寻求万变”、“自然与生活相融合”的思想为...","7965","广东广州",27
"女装品牌","时尚女装","Mnbf曼诺比菲","广州市勇邦国际服饰有限公司","曼诺比菲女装品牌介绍：广州市勇邦国际服饰有限公司成立于二十世纪九十年代末，曼诺比菲女装是一家集设计、生产、营销为一体的专业女性品牌服饰企业。公司拥有专业资深的设计合作团队...","1.3万","广东广州",27
"服装品牌","休闲品牌","POLO Ralph Lauren","保罗拉尔夫劳伦贸易(上海)有限公司","POLO Ralph Lauren拉尔夫劳伦是一个著名的奢侈品牌全球。她是一个领先的设计、推广和销售优质生活方式的产品在四大类：服装、家庭、配件、各类香精。四十多年了，我们的信誉和独特的...","9669","上海黄浦区",28
"女装品牌","轻奢女装","laureline洛瑞琳","珂尼蒂思（深圳）服饰有限公司","laureline洛瑞琳女装品牌：“laureline洛瑞琳”一个强调经典的法式优雅的品牌。laureline洛瑞琳整个品牌从字体、用色、线条到制作工艺，我们都在刻意控制，力求使整个品牌展现出一种...","5313","广东深圳",28
"运动品牌","运动服饰","PEAK匹克","匹克体育用品有限公司","福建泉州匹克集团公司创建于1989年，经过十多年来的不断探索 与发展,已成为一家具有设备精良、管理先进、服务一流,集生产系列运 动休闲鞋、服装等专业体育用品为一体的现代企业集团。...","3.8万","福建泉州",28
"女装品牌","成熟女装","JZLAER珈姿莱尔","广州珈姿莱尔服饰有限公","JZLAER珈姿莱尔女装品牌介绍：  JZLAER珈姿莱尔来源于法国，是香港珈姿莱尔服饰有限公司旗下一个以贵族优雅奢华气质元素为主导的服饰品牌。珈姿莱尔是香港和韩国合资品牌，产品简洁、...","6548","广东广州",28
"女装品牌","时尚女装","Bread n Butter（面包黄油）","世丹（上海）商贸有限公司","Bread n Butter 中文名：面包黄油 诞生于2003年的""Bread n Butter""是时尚女装品牌 (可不是好吃的咚咚哦~~~)，在短短几年内，已成功打入世界各地的市场；面包黄油 (Bread n ...","2.6万","上海静安区",28
"设计师品牌","设计师女装品牌","指间沙","深圳市佐佑服饰有限公司","指间沙女装品牌介绍：  2003年 创立指间沙品牌 是深圳原创设计师品牌  创立初期是专门针对个人设计服务的工作室，为浪漫女人造型设计，是专为个人设计的麻布衣裙系列制作。  指间始终...","2.1万","广东深圳",28
"女装品牌","成熟女装","JANNIE吉妮","上海吉妮服饰有限公司","JANNIE创立于2010年，是一家集于品牌运营、管理、推广于一体，全退货零风险的现代服装企业零售公司。品牌立足于现代女性的新生活方式，打造慢生活的现代都市女性形象。乐享艺术，活出...","87","上海",28
"女装品牌","成熟女装","DE LA NUAGE闲云","大连梦丹服饰(闲云品牌)有限公司","大连梦丹服饰有限公司成立于2000年，坐落于浪漫海滨城市大连。 2001年正式诞生了旗下女装设计师品牌“闲云DE LA NUAGE”。品牌自创立以来一直遵循着“艺术是最奢侈的生活”这一理念，...","2万","辽宁大连",28
"服装品牌","休闲品牌","G-Star RAW","JOSVANTILBURG创立","这个单纯的想法让我们的牛仔服饰获得许多的“第一”：融合高水平工艺与街头风尚创出新的牛仔风格，推出“街头的奢华牛仔服饰”；将未经处理的粗糙牛仔布料定位为可穿的好材料；以及通...","875","内蒙古呼和浩特",28
"女装品牌","时尚女装","序言precourse","上海娜天服饰有限公司","上海娜天服饰有限公司成立于2006年,是一家集设计、生产、销售为一体的国际化企业，营销总部位于上海，在巴黎及悉尼设有设计中心。现在销售网络辐射江苏、浙江、湖南、四川、安徽、湖...","9311","",28
"设计师品牌","设计师女装品牌","ARETE","上海维翼雅商贸有限公司","ARETE Studio是一个成立在上海有着国际认可度的女性时装品牌，近期ARETE在巴黎获得了支持和褒奖。ARETE的首席设计师Christina Liao是美国出生，成长于旧金山与台北的美籍华裔时装设计...","1324","上海长宁区",28
"女装品牌","休闲女装","COS","海恩斯莫里斯（上海）商业有限公司","H&M旗下高街品牌COS(Collection of Style)将在6月28日进驻香港皇后中心，这是它在欧洲之外的首间分店。与走亲民战略的H&M有所不同，COS的定价显然更高，设计也更偏极简主义，...","10.3万","上海卢湾区",28
"集合店","集合店女装品牌","HUAKAI YANRAN花开嫣然","苏州花开嫣然文化传播有限公司","花开嫣然成立于2012年，致力于倡导「向上·向善·向美」的生活方式。成立之初，以花开嫣然慧所为主要经营项目，致力于为客户提供健康的饮食，优雅的就餐环境及健康的休闲场所...","259","江苏",28
"女装品牌","成熟女装","V·GRASS维格娜丝","上海维格娜丝时装有限公司","维格娜丝时装股份有限公司是一家集专业设计、生产、销售V·GRASS女装品牌于一体的品牌女装企业。维格娜丝时装股份有限公司坐落于江宁区纺织工业园内，占地近3万平米，拥有员工110...","32.7万","上海闵行区",28
"女装品牌","时尚女装","简兮","北京伽叶时装有限公司","简兮女装品牌：北京伽叶时装有限公司旗下个性女装品牌--简兮时装!北京伽叶时装有限公司隶属天津伽叶国际贸易有限公司旗下—简兮时装有限公司，主打品牌为“简兮”牌休闲女装。 北京市...","4.9万","北京海淀区",28
"男装品牌","时尚男装","TRENDIANO","广州赫基服饰有限公司","TRENDIANO男装品牌：ochirly欧时力旗下男装品牌TRENDIANO男装这个摩登时尚、融合国际文化、彰显都会精英气质和生活方式的全新品牌，以前瞻性的视野，打破固有的男装风格，为现代都会...","15.6万","广东广州",28
"女装品牌","时尚女装","i.f by eva","深圳市天尚服饰有限公司","深圳市天尚服饰有限公司旗下i.f by eva女装品牌简介：i.f by eva女装品牌中i.f 的名字由来是it&rsquo;s friday,寓意品牌希望带给所有都市lady周末轻松快乐的心情。而品牌每一季的...","4841","广东深圳",28
"女装品牌","轻奢女装","missoul","上海瑞可服饰有限公司","MISSOUL女装品牌介绍：2012年春，凭着对时尚产业的深刻理解与执着追求，上海瑞可服饰有限公司正式落户上海。同年，推出自主设计品牌“MISSOUL”，将甜美少女与优雅女人完美结合。来自...","5.1万","上海闵行区",28
"女装品牌","时尚女装","JACKVIS嘉禾利莎","杭州嘉禾华芮服饰有限公司","嘉禾利莎女装品牌从现代女性独特的视角出发，以时尚、唯美、内涵的设计风格结合传统精湛的手工艺的设计理念精心制作，针对25至45岁注重时尚极富内函，追求现代精致品位生活的时尚女性...","3070","浙江杭州",28
