"level_name_2","level_name_3","brand_name","company_name","company_intro","renqi","address","page_num"
"母婴","童装","Reima","瑞衣玛贸易（北京）有限公司","Reima户外童装品牌：来自北欧的高档儿童户外服装品牌Reima，Reima户外童装于1944年创立于芬兰。Reima的到来填补了目前中国儿童户外服装领域的空白，帮助中国孩子更安全、舒适地接触大...","8349","北京朝阳区",32
"男装品牌","商务男装","kiton","琳玛（上海）贸易有限公司","琳玛（上海）贸易有限公司拥有雄厚的资金实力，代理意大利MaxMara集团的多个高级成衣品牌，目前经营的高端品牌有MaxMara旗下品牌及意大利kiton经典男装品牌，琳玛（上海）贸易有限公...","2.5万","上海卢湾区",32
"女装品牌","时尚女装","MIXTIE美诗缇","广州鼎欧时尚服饰有限公司","MIXTIE美诗缇女装品牌介绍：　一、MIXTIE美诗缇女装品牌故事  法兰西，也许是上帝最眷顾的所在。  塞纳河右岸，Rue St Honoré是全球至热的时尚集散地，风靡时尚界的Hotel Costes...","3.6万","广东广州",32
"女装品牌","时尚女装","千百惠","千百惠（中国杭州）服饰有限公司","源自“女装之都、丝绸之府”的杭州千百惠服饰有限公司，自1996年创立以来，专业从事“淑女格调”系列服饰设计、生产、销售，取得了骄人业绩。销售总部现已乔迁至九堡国际服装城五楼，...","3.7万","浙江",32
"男装品牌","休闲男装","TUCANO啄木鸟","东莞市七好服饰有限公司","公司介绍七好（集团）有限公司总部设在香港，国内产业遍及黄金海岸线——珠三角、长三角、环渤海湾，主要从事商业地产开发、国际品牌营运。七好（集团）有限公司系中国大陆第一家代理...","3.1万","广东东莞",32
"女装品牌","电商女装","阔色kuose（夜衣馆）","广州阔色服装有限公司","夜衣馆女装更名为阔色女装阔色KUOSE是淘宝知名女装店铺,夜衣馆正式更名阔色KUOSE,阔色KUOSE(夜衣馆)——淘宝女装年度30强,年度最受消费者欢迎前30店铺!于2009年开始网上销售至今，拥...","1万","广东",32
"女装品牌","成熟女装","GUETES歌蒂诗","广东歌蒂诗服饰有限公司","GUETES歌蒂诗，揉和欧洲设计为主题，为知识女性，重新定义了女性成熟的深层含义，拥有越来越多的连时间也夺不走的东西，岁月铸造出的美丽让女人在成熟中绽放，歌蒂诗为成熟女性展示自...","3.6万","广东广州",32
"服装品牌","休闲品牌","Massimo Dutti","飒拉商业(上海)有限公司","西班牙INDITEX集团旗下时尚品牌Massimo Dutti，zara姐妹品牌，Massimo Dutti时装品牌创立于1985年11月，以男装起家。男装成功地打入市场后，1995年发布女装系列,并相继推出童装和香水...","8699","上海长宁区",32
"快时尚","快时尚女装品牌","DIFACE丹菲诗","广州市绱雅品牌服饰发展有限公司","DIFACE丹菲诗女装品牌介绍：    1. 绱雅服饰企业简介   广州绱雅服饰发展有限公司旗下品牌“Diface丹菲诗”，始建于1999年，是家集产品设计、生产、销售于一体的现代服饰公司，Diface...","2万","广东广州",32
"男装品牌","商务男装","九牧王","九牧王股份有限公司","九牧王股份有限公司发展历史 　九牧王股份有限公司，创建于1989年10月，系外商独资企业,地处闽南金三角中心的磁灶大宅工业区，建筑面积15000M2，资产总值超过亿多元，职工人数1800余...","5.9万","福建泉州",32
"服装品牌","羽绒服品牌","欧姿蔻","杭州森雅莉服饰有限公司","欧姿蔻羽绒服品牌：杭州森雅莉服饰有限公司成立于1999年，是一家专业的集设计、生产、销售于一体的服装企业，旗下拥有依维妮、欧姿蔻、蒙莎特和艾珂丝.E 四大时尚女装品牌,自成立以来...","567","浙江杭州",32
"男装品牌","时尚男装","TRENDIANO","广州赫基服饰有限公司","TRENDIANO男装品牌：ochirly欧时力旗下男装品牌TRENDIANO男装这个摩登时尚、融合国际文化、彰显都会精英气质和生活方式的全新品牌，以前瞻性的视野，打破固有的男装风格，为现代都会...","15.6万","广东广州",33
"女装品牌","时尚女装","i.f by eva","深圳市天尚服饰有限公司","深圳市天尚服饰有限公司旗下i.f by eva女装品牌简介：i.f by eva女装品牌中i.f 的名字由来是it&rsquo;s friday,寓意品牌希望带给所有都市lady周末轻松快乐的心情。而品牌每一季的...","4843","广东深圳",33
"女装品牌","轻奢女装","missoul","上海瑞可服饰有限公司","MISSOUL女装品牌介绍：2012年春，凭着对时尚产业的深刻理解与执着追求，上海瑞可服饰有限公司正式落户上海。同年，推出自主设计品牌“MISSOUL”，将甜美少女与优雅女人完美结合。来自...","5.1万","上海闵行区",33
"女装品牌","时尚女装","JACKVIS嘉禾利莎","杭州嘉禾华芮服饰有限公司","嘉禾利莎女装品牌从现代女性独特的视角出发，以时尚、唯美、内涵的设计风格结合传统精湛的手工艺的设计理念精心制作，针对25至45岁注重时尚极富内函，追求现代精致品位生活的时尚女性...","3073","浙江杭州",33
"女装品牌","奢侈女装","RED VALENTINO","广州市吉捷服装有限公司","华伦天奴 (Valentino) 年轻副线Red Valentino 2011秋冬女装Lookbook曝光，品牌惯用的蝴蝶结及荷叶边装饰再次成为谱写浪漫的主打元素，配以粉红、裸色、淡绿等清新色彩，让女孩们可以...","9648","广东广州",33
"内衣品牌","女性内衣","素芮","上海素芮服饰有限公司","上海素芮内衣坊是国内首家免费配送胸部护理保养的内衣连锁机构，主要生产销售“机洗万次不变形”内衣。上海素芮关爱呵护女性的健康------健康的女人才*美。上海素芮内衣坊是专业从事...","47","浙江台州",33
"内衣品牌","女性内衣","素氧","深圳凤舞服饰有限公司","自然伸展 舒适无压 一款会呼吸的内衣 让乳房畅快呼吸 时刻保持舒适健康状态 Suyang素氧内衣。新凤舞是一家集家居服、健康睡眠文胸、内裤为一体的内衣企业，旗下拥有新凤舞家居服，她...","49","广东广州",33
"女装品牌","时尚女装","Cocktail珂窕","西彦有限公司","Cocktail时尚女装把不同的时装潮流及生活态度齐集，演绎出新时代的女生：她 - 坚持个人的风格，从不随波逐流，是自信，勇于尝试及富想像力的她喜爱从穿衣模式中展露其别树一格的自我...","4011","香港九龙城区",33
"设计师品牌","设计师女装品牌","mu","ModaUnion集团","mu女装品牌：MU于2008年成立，是Moda Union集团旗下的女装设计师品牌，由品牌的设计师团队自主设计。来自香港的她代表著一种观念，一种纯淨自然的生活态度。她祟尚自然的生活方式, 设...","1.3万","上海普陀区",33
"女装品牌","成熟女装","千唐绣","东莞市千唐绣服饰有限公司","“千唐绣”服饰是一家集服装设计开发、生产、销售为一体的品牌服饰，拥有强大的开发团队及生产能力千唐绣一直坚持以表现时尚民族风为设计理念，设计师通过吸取民族经典和时尚元素加以...","507","广东东莞",33
"快时尚","快时尚女装品牌","FOREVER21","永远二十一商业（上海）商业有限公司","Forever 21 -全球领先的时装零售商的：来自美国洛杉矶的Forever 21服饰已牢牢地抓住了消费者的心，正成为最物美价惠的时尚流行服饰的零售品牌。作为一个迅速崛起的服饰品牌，Forever ...","4.1万","上海黄浦区",33
"女装品牌","成熟女装","ORIGIN安瑞井","深圳市闻道服饰有限公司","ORIGIN 安瑞井女装品牌介绍：   ORIGIN（安瑞井）原义为“新颖、新型、原创、原版”，意喻创建新的意识形态，创造新的生活方式，创导新的时尚形象。从自然中获取对生命的感悟，并在设...","15.3万","广东深圳",33
"女装品牌","少淑女装","阿依莲","广州市今誉服饰有限公司","阿依莲女装系广州市阿依莲服装有限公司出品，阿依莲服装有限公司创建于2000年，是一家以产品设计开发为主，集生产、销售、策划阿依莲女装、阿依莲服饰品牌运营于一体的现代化服装公司...","8.3万","广东广州",33
"女装品牌","成熟女装","MOISELLE慕诗","慕诗国际集团深圳代理公司","MOISELLE，一向以设计时尚、优质布料及精巧的剪裁而享誉时装界，其典雅及女性化的风格于每季的设计系列里均大放异彩。自97年于香港登场后，瞬间已经成为城中一众紧贴潮流及喜爱打扮的...","6万","广东深圳",33
"女装品牌","时尚女装","GEBANG哥邦","杭州依古服饰有限公司","哥邦于2007年推向中国市场，作为中国时尚服饰的一线品牌已成为东方女性与欧式风格流行标志，目前GEBANG的发展态势已经超越国际同类品牌，其塑造的时装风格及品牌内涵已得到全球时尚女...","7369","浙江杭州",33
"服装品牌","休闲品牌","JEANSWEST真维斯","真维斯服饰有限公司","■1972年,真维斯(JEANSWEST)在澳洲开设服装连锁店,专门销售休闲服装。 ■1990年,香港旭日集团与当地进口商合作收购了澳洲服装零售品牌""JEANSWEST"",经过不断的努力经营,分销...","13.9万","广东",33
"男装品牌","商务男装","JEFULEI吉弗雷","上海吉弗服饰有限公司","上海吉弗服饰有限公司经过多年的努力于2009年正式将英国著名时尚精品男装jefulei引进中国市场。品牌具体信息详见网站：加盟优势：1、 品牌优势：国际一线时尚精品百年男装品牌。2、 ...","2.1万","浙江杭州",33
"快时尚","快时尚女装品牌","RABIYI洛呗一","杭州洛呗壹服饰有限公司","Rabiyi洛呗一女装是熙兰雅公司旗下的快时尚品牌，高品质，做工精细，版型超好[低价位，于4月18日盛大开幕， 欧式复古与现代潮流相结合的独特风格,将带您走进一场美轮美奂的服装盛宴  ...","8348","浙江杭州",33
"男装品牌","休闲男装","NAUTICA诺帝卡","威富服饰(中国)有限公司","NAUTICA品牌背景   NAUTICA 的品牌名称来源于拉丁语“Nauticus”，意为船只。三角帆的logo是冒险、活力与经典的象征，标志了人类驾船迈向大海探索世界的壮举。而创立于1983 年的NAUTI...","10万","上海静安区",33
"女装品牌","韩国女装","MOKA模卡","北京东方华辰商贸有限公司","韩国MOKA模卡女装连锁.韩国MOKA女装连锁，OKA模卡女装品牌简约 大气 唯美模卡以都市休闲设计风格为理念，相比过于修身裁剪状态下，更凸显简洁带来舒适质感和独特的艺术气质！MOKA 每...","133","北京东城区",33
"女装品牌","时尚女装","茜舞","杭州迪杰服饰有限公司　","茜（xi）舞女装，是香港欧纳斯服饰有限公司主打品牌。 　　香港欧纳斯服装有限公司是一家在香港注册成立，集时装设计、生产、销售为一体的现代化服装企业。随着中国经济的高速发展和...","1.4万","浙江杭州",34
"女装品牌","淑女装","SOUL.M.I觅依","杭州觅依服饰有限公司","MOKA姊妹品牌SOUL.M.I以非寻常体验为品牌宗旨的SOUL.M.I，设计理念源自让你因我而美丽这一永恒宗旨，对于品类而言，SOUL.M.I女装的魅力在于优雅的气质，从高端时尚别具格调的品味，上...","4518","浙江杭州",34
"女装品牌","淑女装","ART SIMPLE艺素","杭州纳宇服饰有限公司","艺素女装品牌：藝素产品主要是表现了“栀子花女王”在实现“栀子花城堡”历程中商务着装。（1）工作状态时的时尚着装（粉领系列）（2）生活状态时的时尚着装（都会系列）粉领系列：特...","2万","浙江杭州",34
"女装品牌","韩国女装","ON&ON安乃安","韩国ON&ON安乃安：服可利行销企划有限公司","韩国ON&ON女装品牌简介： ON&ON女装品牌国籍是韩国，属于女性，喻意着日新月异的发展。韩国女装品牌ON&ON自由表现出明朗，幸福，积极的感觉，再加上运动感和手工艺细节，...","6万","上海闵行区",34
"女装品牌","时尚女装","MAXRIENY","深圳市云创服装设计有限公司","公司介绍　　MAXRIENY是新锐设计师品牌，2013年《深圳服装创新品牌奖》获奖品牌；由《2014原创设计师奖》得奖人Sara Wong担任设计总监，深受欧洲中世纪的宫廷元素启发，设计带强烈奇...","5.7万","广东深圳",34
"设计师品牌","设计师男装品牌","McQ麦蔻","亚历山大麦昆(上海)贸易有限公司","McQ麦蔻：麦蔻 (McQ) 是英国大设计师亚历山大·麦昆 (Alexander McQueen) 的副线品牌。麦蔻 (McQ) 的消费群定位在16岁至30岁，包括男装成衣、女装成衣和男女配件，由亚历山大...","2501","上海静安区",34
"女装品牌","轻奢女装","Ma<U+00EF>s玛薏","成都市形由服饰有限公司","Mas玛薏女装品牌在女性风格与中性风格的结合中做到很好的平衡，将街头与高雅巧妙结合，主打成衣款将花呢元素与卫衣风格结合，既酷又Lady，成为今年冬季的轻奢女装代表。在女性成衣“...","123","四川成都",34
"女装品牌","轻奢女装","PERIGOT","杭州隆美服装有限公司","PERIGOT女装品牌自1995年成立以来，在欧美和亚太地区拥有超过500家零售商店，包括进驻巴黎卢浮宫。PERIGOT产品线不断扩展，熊仔包、时尚女包、化妆包系列和服装不仅在法国和欧洲受到...","150","浙江杭州",34
"女装品牌","时尚女装","FAIRWHALE","上海马克华菲（国际）企业发展有限公司","MARK FAIRWHALE（中文名马克&bull;华菲），一个以深海鲸鱼命名的品牌，一直不懈追求着因梦想而引发传奇的时尚之旅！马克华菲旗下汇聚不同风格的品牌：MARK FAIRWHALE国际时尚男装...","1.4万","上海长宁区",34
"女装品牌","成熟女装","艾可儿AIKERL","中国总代理:广州市金宇服装有限公司","AIKERL女装品牌概述AIKERL是简约时尚与真我态度的表达。缘起于全球最前沿的时尚理念，与中国新时尚文化结合后，升华为一种全新生活理念：时尚新生活。突破传统框架，让优雅与自在共存...","6.2万","广东广州",34
"女装品牌","日系女装","22OCTOBRE伴渡","上海东京时装商贸有限公司","22 OCTOBRE是东京时装有限公司旗下的Tokyo Style Plaza系列中最年轻时尚的品牌。其顾客年龄段为25岁左右。东京时装在日本有50多年历史，进入中国市场以来，以简洁精致的日式设计剪裁...","1.6万","上海静安区",34
"女装品牌","成熟女装","杰西JESSIE","深圳市杰西服饰有限责任公司","深圳市杰西服装有限责任公司是波司登国际控股有限公司（香港上市，股票代码3998）属下子公司，成立于1999年，是一家集设计，生产，销售为一体的先淡化服装企业，公司总部位于国家级科...","7.2万","广东深圳",34
"男装品牌","休闲男装","PLORY","衣恋时装（上海）有限公司","PLORY是PRIDE&GLORY的合成词，意味着自信与荣耀，光荣与梦想，作为衣恋集团旗下最年轻的男装品牌，拥有着无限的活力与朝气。 品牌设计灵感来自于美国东部名校IVY LEAGUE的生活方...","24.1万","上海徐汇区",34
"女装品牌","日系女装","moussy","巴罗克(上海)贸易有限公司","moussy献给追求自我生活方式、时尚而激情的女性。以充满都市动感的款式和复古 Moussy牛仔裤，展示给你简约但VIP般的牛仔风格。moussy提倡的自由不拘的混搭风格希望能得到每一个自我个...","3万","上海静安区",34
"女装品牌","时尚女装","伊布都ibudu","杭州伊布都服饰有限公司","杭州伊布都服饰有限公司，注册成立于2003年10月，隶属于浙江三彩服饰集团。公司起步之初，她凭着“专业、敬业、团结、奋进”的创业精神、“服务就是营销”的经营理念、以务实的工作作...","4万","浙江杭州",34
"服装品牌","羊绒羊毛","羊绒世家METTE","杭州玛戈利亚羊绒世家有限公司","METTE品牌羊绒服饰，意大利METTE羊绒世家。...","5142","浙江杭州",34
"男装品牌","商务男装","雅戈尔YOUNGOR","宁波雅戈尔服饰有限公司","雅戈尔集团创建于1979年，经过30年的发展，逐步确立了以品牌服装、地产开发、股权投资三大产业为主体，多元并进、专业化发展的经营格局，成为拥有员工5万余人的大型跨国集团公司，旗...","8.5万","浙江宁波",34
"女装品牌","时尚女装","三生物","广州衣布到位集团","品牌介绍三生物,是时尚轻奢的""艺术品""。三生物以服装为主体，融合家居生活用品，传递""三生物文化""理念。三生物设有时装生活体验馆，从服装到家居用品，""所...","655","广东广州",34
"服装品牌","羊绒羊毛","TUHUANG兔皇","嘉兴市兔皇羊绒有限公司","嘉兴市兔皇羊绒有限公司座落在桐乡经济开发区三号楼，总资产15000万元，注册资本1900万元，主要生产设备针织横机360台（其中电脑无虚线提花横机60台），配套设备齐全，年生产羊绒衫30...","8759","浙江嘉兴",34
"女装品牌","成熟女装","SGMbySGM","广州速格码时装有限公司","广州速格码时装有限公司是致力探索穿着艺术潮流的人文时装设计有限公司，美不是孤立的，她扎根于人文，以衣服为载体，传播个体美的气质。速格码回归服装的本质，以衣服为介质，用高质...","92","广东",34
"男装品牌","休闲男装","玖生活","广州肖尔服饰有限公司","品牌介绍品牌成立于2016年春，坐落在繁华错落的轻纺织工业国际都市---广州，根据现在人类生活的需要，穿着上有很大的改变，首席设计总监肖士磊根据这些需求（自然，随性，心灵向往）...","299","广东",35
"女装品牌","时尚女装","阿尤a-you","北京阿尤北斗服装服饰有限责任公司","北京阿尤北斗服装服饰有限责任公司成立于1996年4月，注册之初已成立专业的服装设计工作室。其独特，强烈的充满民族和异域之风的气息，得到了京城文化圈内人士的广为好评，继而得到全...","1.6万","北京大兴区",35
"女装品牌","时尚女装","MILLANDE","广州熹瑶服装有限公司","广州市熹瑶服饰有限公司成立于2010年，一直走在时尚的前沿，其配套非常成熟的快时尚企业，主要销售渠道为线下实体批发，旗下拥有时尚品牌“MILLANDE”，她来源于欧洲时尚之都，诠释了...","115","广东广州",35
"女装品牌","时尚女装","蜜妃儿","广州婵轩服装有限公司","蜜妃儿--甜美日韩风女装品牌但它又不仅仅是一个服装品牌更是惬意的生活方式和生活态度的倡导者有阳光的时候沐浴阳光，有风的日子随风起舞不管是18岁还是24岁，只要热爱生活年龄永远不...","108","广东",35
"运动品牌","运动服饰","Akilex","广州阿基里斯体育用品有限公司","广州阿基里斯体育用品有限公司是专业的国际性运动用品公司, 拥有自主的运动品牌Akilex, 主要从事运动产品(运动服装,运动配件和器材)的研发,生产,销售, 公司自有品牌的产品远销欧美,南...","31","广东广州",35
"女装品牌","成熟女装","卡邦尼CARBAMMI","东亿服装(国际)开发有限公司","卡邦尼CARBAMMI女装品牌服饰诞生于时装之都法国巴黎。CARBAMMI秉承高贵，优雅，知性的设计理念，采集国际时尚流行前沿的新鲜资讯，结合品牌风格定位，深入挖掘独到的灵魂创意；同时也...","4万","广东广州",35
"女装品牌","成熟女装","欧碧倩OBEG","重庆新旺族服饰有限公司","关于欧碧倩品牌　　OBEG（欧碧倩）是雅创集团旗下之一的时尚女装品牌，是一个从2000年上市至今，已经营十余年并有着稳定业绩的成熟品牌。　　OBEG秉承一贯的“摩登、优雅、冷傲、国际...","7.9万","重庆渝中区",35
"设计师品牌","设计师女装品牌","ZIRONG子容","广州市注释服饰有限公司","公司旗下著名女装品牌ZIRONG【子容】，是中国第一家专注于全力打造棉麻时尚潮流的原创设计师创意女装品牌，一举打破行业的传统棉麻格局。品牌推崇“简约、时尚、自然”的生活方式，这...","2455","广东广州",35
"运动品牌","运动服饰","asics亚瑟士","爱世克私（上海）商贸有限公司","世界第五大运动品牌ASICS爱世克私中国总代理。 ASICS爱世克私，一个为全球运动爱好者所熟知的名字.早在1949年,始创人鬼塚喜八郎先生在日本神户的家庭工厂中，制造出第一双篮球鞋开始...","6.1万","上海长宁区",35
"女装品牌","轻奢女装","CARVEN卡纷","广州卡尔纷商贸有限公司","Carmen de Tommaso在1945年开设了首间时装商店，品牌名为CARVEN。CARVEN对时装设计一直抱持自由开放、与巴黎文化一致的态度。Carmen de Tommaso夫人是当时最为时装界带来惊喜的设计师...","8618","广东广州",35
"女装品牌","奢侈女装","Juicy Couture橘滋","连卡佛载思商贸（上海）有限公司","Juicy Couture女装品牌：来自美国加州的时尚品牌 Juicy Couture (橘滋)，设计走甜美女孩的路线。色彩方面，橘滋选取了极为鲜明的色彩，设计出既清新明艳又别具女人味的感觉。既有糖果...","2.1万","上海徐汇区",35
"女装品牌","韩国女装","Prich","衣恋时装（上海）有限公司深圳分公司","衣恋集团是韩国最大的时装集团，旗下拥有一百多个时尚品牌，并涉足流通、休闲度假、餐饮、建筑等领域。至1994年进入中国以来，经过近30年的发展，目前已在中国成功经营四十多个品牌，...","6.4万","广东深圳",35
"男装品牌","时尚男装","ZUO","上海红兆服饰有限公司","ZUO男装品牌阐释　　中文名称：左　　英文名称：zuo　　品牌内涵：　　当优雅变成一种态度，当自由变成一种信仰，当乐观成为一种习惯，ZUO服饰深刻了解男人的追求，通过服饰的演绎诠...","2.3万","上海金山区",35
"女装品牌","时尚女装","SOIR DOLCE施华珞.多珞西","上海市轩妮服饰有限公司","上海轩妮服饰有限公司是以品牌投资为核心项目的独资企业。 公司集企划、设计、生产、对外贸易、销售和售后服务于一体，引进日本先进的高级成衣流水线设备、工艺及生产管理模式，结合...","2.1万","上海静安区",35
"女装品牌","成熟女装","乔万尼Gowani","武汉捷盛经贸有限责任公司","意大利时装品牌乔万尼自2000年登陆中国内地市场，很快赢得消费者的青睐和业内人士的关注。短短三年多的市场运作，成功的占领了武汉市和全国十多个一类城市，市场零售额在武汉众多品牌...","6万","湖北武汉",35
"服装品牌","皮草品牌","TICHY添姿","深圳添姿服饰贸易有限公司","公司介绍：深圳TICHY（添姿）始创于2001年，是一家致力于中高端时尚品牌的营运企业，公司集设计、制造、销售、品牌运营于一体，以专业而贴心的添姿文化为企业发展的推动力，设计35岁-...","2567","广东深圳",35
"女装品牌","棉麻女装","ESBACK伊思君凯","宁波纺织品进出口有限公司(伊思君凯ESBACK休闲女装)","ESBACK伊思君凯女装，是宁波市纺织品进出口有限公司旗下的自主品牌。伊思君凯女装利用公司雄厚的资金及生产技术、信息资源优势，经过几年的发展，已形成了独立设计、生产、销售的完整...","1.6万","浙江宁波",35
"女装品牌","棉麻女装","gd谷度","广州谷度女装有限责任公司","谷度女装是意大利一个集时装、精致餐饮、家居与花艺于一体的高端快时尚品牌，打造了一种融合艺术、时尚、生活与社交的全新生活方式。它以摩登、优雅、甜美和舒适的商品、服务及店面风...","187","广东广州",35
"女装品牌","商务女装","sunview尚约","上海三润服装有限公司","品牌诠释源于欧洲的SUNVIEW女装，在秉承了国际女装品牌简约明快、知性优雅、细节考究、低调奢华的服饰文化特性的同时，深谙中国女性对色彩、款式的追求，加之萃取欧州的时尚、个性与...","3.5万","上海普陀区",35
"快时尚","快时尚女装品牌","Cache-Cache捉衣藏","博马努瓦服饰商贸（上海）有限公司","来自法国快时尚女装品牌Cache Cache 与你一起玩趣时尚。Cache-Cache是法国博马努瓦集团旗下六大女装品牌之一，至今已有25年的历史。门店遍布法国、意大利、西班牙、比利时、中国、新...","2.4万","上海长宁区",35
"男装品牌","时尚男装","Armani Exchange(A/X)","齐傲商贸（上海）有限公司","A/X Armani Exchange 是阿玛尼 Armani 集团旗下最年轻的品牌，于1991年在美国成立.A/X Armani Exchange 针对的消费群体是年轻时尚的潮流一族，通过轻松的风格与舒适低调的奢华，体现...","1.1万","上海卢湾区",36
"女装品牌","时尚女装","CANNAGAICY戛娜巨式","东莞市天布服饰有限公司","品牌介绍CANNAGAICY戛娜巨式女装源于梦幻之都法国巴黎，她情迷欧洲时尚艺术，有着与生俱来的高贵气质，自由、独立、永恒完美是主题，精致奢华是CANNAGAICY戛娜巨式鲜明的个性，CANNAG...","82","广东",36
"女装品牌","成熟女装","INSUN恩裳","深圳市影儿时尚(集团)投资有限公司","影儿时尚集团在中国时装市场中始终以骄人的业绩占据品牌服饰行业的主导地位，十几年来在变革与创新中快速发展，在困难与机遇中不断迸发出强大的力量，现在已发展成为一家集投资研发、...","6.9万","广东",36
"设计师品牌","设计师女装品牌","Lanafay拉娜菲","上海菲姿服饰有限公司","LANAFAY女装品牌：LANAFAY拉娜菲是专为独立、低调、却富有成见的成熟女性所打造的原创女装品牌，“睿雅、知性、艺术感”是拉娜菲的执着所在。采用天然素材以及独特裁剪巧妙糅合，以去...","1.5万","上海松江区",36
"男装品牌","时尚男装","Anyview（艾尼威）","上海猎友服饰有限公司","Anyview男装品牌：     Anyview(艾尼威)时尚男装品牌来自香港，投资公司全称为香港致远国际投资有限公司，2008年进入中国大陆市场，大陆区运营总公司是上海致远服饰有限公司。     An...","1.2万","上海嘉定区",36
"女装品牌","电商女装","生活在左","广州市汇美服装有限公司","茵曼女装旗下高端女装品牌「生活在左」全新面市。「生活在左」是茵曼高端女装品牌，在秉承茵曼固有的文艺女装理念的基础上，开启了服装创作的新篇章，为女性提供了除惯常固有的生活方...","9116","广东广州",36
"男装品牌","商务男装","Autason奥德臣","中国总代理:上海克瑞特服饰有限公司","奥德臣男装与世界时尚接轨的国际级大牌. ＡｕｔａＳｏｎ奥德臣男装身世解读：　　Ａｕｔａｓｏｎ奥德臣源于１８７１年普法战争中的民族英雄军服生产商奥德臣。在１８７１年普法战争中...","4.6万","上海浦东新区",36
"女装品牌","休闲女装","TURN SIGNAL转向","杭州青乌服饰有限公司","TURN SIGNAL转向女装品牌：TURNSIGNAL是杭州青乌服饰有限公司旗下女装品牌，基于自身年轻状态的生活追求，通过对时尚品味个性化的解读，塑选出具有都市现代感的个性女性形象，立体的...","936","浙江杭州",36
"内衣品牌","女性内衣","oysho","奥依修商贸（上海）有限公司","来自西班牙的品牌Oysho成立于2001年，为集团Zara将革命性概念衍生到女士内衣及紧身衣的世界理念。OYSHO将INDITEX集团的经营理念运用于女士内衣系列，为顾客提供价格合理、品质优良的...","1.2万","上海静安区",36
"女装品牌","少淑女装","Gozo","上海英利生贸易有限公司","Gozo女装品牌文化追求创造流行、有价值感的商品，为中国乃至全世界女性带去品牌特有的穿着文化。努力提供特致的购物环境，让每一位客人充分享受优质服务所带来的愉快购物体验。 由萧...","4.5万","上海虹口区",36
"女装品牌","轻奢女装","MO&Co.摩安珂","广州爱帛服饰有限公司","品牌印象－关于MO&Co. 摩安珂     精品时尚女装品牌MO&Co.摩安珂女装于2004年诞生，一直以来以旗帜鲜明的创新理念、独特个性的设计与剪裁迅速成为了备受瞩目的主流时尚品牌。...","19.4万","广东广州",36
"男装品牌","时尚男装","RAZZLE","上海地素商贸有限公司","地素时尚集团全新男装品牌RAZZLE全球首家品牌概念店在上海静安嘉里中心正式亮相, 以创新的商业空间艺术和生活方式零售概念相结合，打造集时尚、艺术、生活方式于一体的都市空间，将品...","868","上海",36
"设计师品牌","设计师女装品牌","SUORYYI所一","深圳市索唯时装有限公司","2014年，对艺术有着执着热爱与追求的郑伟创立了自己独立设计师品牌——所一SUORYYI。他将自己在国内多个知名高端女装品牌担任设计师和设计总监所积累的经验，都倾注到所一SUORYYI身上...","1428","广东深圳",36
"女装品牌","时尚女装","遇见天","深圳市巨献服饰有限公司","品牌介绍：深圳市巨献服饰有限公司是一家集设计、生产、营销于一体的服装企业，成立于2006年。公司秉承创新的价值追求与传承东方文化，多年来一直致力于将原创精神转化为独特的服饰文...","1167","广东深圳",36
"男装品牌","时尚男装","V.SHOLIDAY尚品","中山尚品服饰有限公司","V.SHOLIDAY男装品牌：   中山尚品服饰有限公司前身为V.SHOLIDAY、 V.SCLUBMAN、V.SAPAUL等品牌的专业设计、生产和销售， 其中V.SAPAUL、 V.SCLUBMAN产品响誉欧洲大陆，畅销于法国、意...","2.8万","广东中山",36
"女装品牌","时尚女装","CaniO卡尼欧","东莞卡尼欧时装有限公司","CaniO卡尼欧女装品牌：卡尼欧（国际）时装有限公司，源于中国（虎门）成立于2003年，是一家集开发、设计、生产、营销为一体的知名女装品牌企业。 公司本着多年的文化沉淀，吸引诸多专...","1009","广东东莞",36
"内衣品牌","男士内衣","minefield","上海醉礼网络科技有限公司","Minefield是由四个留学生打造的，国内首个男士内裤包年品牌。Minefield的目标是让中国男人穿上舒适的好内裤。通过包年服务（12条内裤分四季度配送）不仅一次性解决了消费者全年的内裤...","51","上海普陀区",36
"女装品牌","成熟女装","GEORGES HOBEIKA皎贝卡","深圳市恒美服饰有限公司","皎贝卡GEORGES HOBEIKA源于世界服装之都的法国巴黎,皎贝卡女装以巴黎浪漫开放文化为载体,用简洁、精致诠释人类对美、生活的追求,皎&middot;贝卡服饰以东方文化为底蕴结合西方元素...","2182","广东深圳",36
"女装品牌","奢侈女装","Laurel","深圳歌力思服饰股份有限公司","Laurèl 萝丽儿女装品牌：萝俪儿（Laurèl）时尚女性，她的举手投足间透出灵感。开放、时尚——光彩照人又女人味十足。她享受都市生活方式及其随意的瞬间，自信而有亲和力。...","1万","广东深圳",36
"女装品牌","时尚女装","agnesb","俐哲商贸（上海）有限公司","AGNES.B是由法国设计师Agnes Trouble夫人于1973年在法国巴黎始创的时装品牌,发展至今在世界各地拥有200多个专卖店,是引领世界时装之风的名牌时装之一。...","6772","上海静安区",36
"女装品牌","商务女装","依贝奇E·BECKY","郑州依贝奇服饰有限公司","依贝奇品牌创立成立于1997年，是浩洋服饰旗下现代高档时装品牌。依贝奇源自西方，将欧美国际潮流时装带入中国，服务于全国城市1.72亿职场女性，打造独立自信，优雅干练的现代女性。自...","4843","",37
