"","sku_id1","","mod1"
"82","3591764","1","2.50909090909091"
"83","3665808","1","2.16363636363636"
"84","3922720","1","2.09090909090909"
"85","3878566","1","4.92727272727273"
"86","3694228","1","2.70909090909091"
"87","3799712","1","2.72727272727273"
"88","3802888","1","1.61818181818182"
"89","3628062","1","1.52727272727273"
"90","3863270","1","1.45454545454545"
"91","3638546","1","1.85454545454545"
"92","3719398","1","2.43636363636364"
"93","3821708","1","1.18181818181818"
"94","3876360","1","2.98181818181818"
"95","4174956","1","2.76363636363636"
"96","3944680","1","0.872727272727273"
"97","4015902","1","0.909090909090909"
"98","3946872","1","1.41818181818182"
"99","4018680","1","0.818181818181818"
"100","4020184","1","1.85454545454545"
"101","4191826","1","1.23636363636364"
"102","3956372","1","1.90909090909091"
"103","3958466","1","3.85454545454545"
"104","4034302","1","3.83636363636364"
"105","4114310","1","1.47272727272727"
"106","4114312","1","2.47272727272727"
"107","3973006","1","1.41818181818182"
"108","4060960","1","1.18181818181818"
"109","4004532","1","1.90909090909091"
"110","4209270","1","1.12727272727273"
"111","4386174","1","0.854545454545454"
"112","4386452","1","1.87272727272727"
"113","5087954","1","1.96363636363636"
"114","5114860","1","0.636363636363636"
"115","5205364","1","1.45454545454545"
"116","5205394","1","1.07272727272727"
"117","5272668","1","2.21818181818182"
"118","5339916","1","0.890909090909091"
"119","5344272","1","1.76363636363636"
"120","5210992","1","3.03636363636364"
"121","5214524","1","0.909090909090909"
"122","5214948","1","1.45454545454545"
"123","4320736","1","2.2"
"124","4396800","1","3.27272727272727"
"125","4324346","1","1.38181818181818"
"126","4269114","1","1.03636363636364"
"127","4337478","1","2.23636363636364"
"128","4413578","1","2.87272727272727"
"129","4276214","1","0.927272727272727"
"130","4281256","1","1.65454545454545"
"131","4422494","1","0.8"
"132","4434474","1","1.92727272727273"
"133","4293268","1","1.41818181818182"
"134","4360168","1","2.05454545454545"
"135","4360734","1","2"
"136","4362808","1","1.54545454545455"
"137","4539332","1","2.21818181818182"
"138","4376046","1","1.16363636363636"
"139","4514534","1","2.56363636363636"
"140","4467554","1","1.87272727272727"
"141","4530338","1","0.563636363636364"
"142","4793020","1","1.03636363636364"
"143","4712664","1","1.43636363636364"
"144","4732160","1","1.38181818181818"
"145","4841966","1","2.52727272727273"
"146","4574592","1","1.83636363636364"
"147","4734168","1","2.72727272727273"
"148","4831356","1","1.10909090909091"
"149","4832684","1","2.38181818181818"
"150","4578298","1","1.36363636363636"
"151","4743146","1","0.672727272727273"
"152","4581448","1","1.01818181818182"
"153","4847298","1","1.58181818181818"
"154","4768786","1","3.41818181818182"
"155","4855220","1","11.1818181818182"
"156","4980946","1","0.963636363636364"
"157","5059112","1","1.49090909090909"
"158","4863588","1","1.65454545454545"
"159","4989794","1","1.56363636363636"
"160","5060056","1","2.29090909090909"
"161","4866982","1","1.10909090909091"
"162","4871266","1","1.30909090909091"
"163","5103534","1","2.56363636363636"
"164","5103664","1","2.36363636363636"
"165","4951032","1","1.96363636363636"
"166","5028956","1","1.90909090909091"
"167","5032134","1","1.63636363636364"
"168","5095814","1","1.4"
"169","5096802","1","0.927272727272727"
"170","4907130","1","2.01818181818182"
"171","4970038","1","0.545454545454545"
"172","5144524","1","1.83636363636364"
"173","5147734","1","0.872727272727273"
"174","5304052","1","3.23636363636364"
"175","5359656","1","3.14545454545455"
"176","5234728","1","5.8"
"177","5393444","1","1.54545454545455"
"178","5242830","1","1.34545454545455"
"179","5317988","1","1.14545454545455"
"180","5198108","1","0.727272727272727"
"181","5483992","1","1.16363636363636"
"182","5621004","1","1.94545454545455"
"183","5436662","1","0.654545454545455"
"184","5586336","1","1"
"185","5591190","1","0.8"
"186","5461690","1","2.52727272727273"
"187","5531822","1","1.12727272727273"
"188","5593322","1","0.654545454545455"
"189","5465564","1","1.32727272727273"
"190","5640782","1","1.16363636363636"
"191","5467202","1","2.05454545454545"
"192","5658260","1","1.18181818181818"
"193","5541430","1","1.54545454545455"
"194","5605944","1","1.36363636363636"
"195","5477440","1","1.29090909090909"
"196","5647312","1","2.38181818181818"
"197","5689016","1","1.45454545454545"
"198","5832416","1","1.05454545454545"
"199","5945536","1","1.43636363636364"
"200","5993676","1","1.10909090909091"
"201","5867800","1","1.54545454545455"
"202","5719114","1","5.52727272727273"
"203","5719126","1","1.05454545454545"
"204","5784690","1","1.81818181818182"
"205","5788088","1","1.90909090909091"
"206","5884782","1","2.43636363636364"
"207","5724082","1","0.890909090909091"
"208","5725770","1","1.58181818181818"
"209","5961064","1","1.27272727272727"
"210","5965344","1","0.781818181818182"
"211","5808506","1","1.52727272727273"
"212","5913534","1","2.12727272727273"
"213","6123550","1","2.8"
"214","6200822","1","2.14545454545455"
"215","6277434","1","0.727272727272727"
"216","6044096","1","1.54545454545455"
"217","6132324","1","2.10909090909091"
"218","6226940","1","2.45454545454545"
"219","6233222","1","1.96363636363636"
"220","6091498","1","1.74545454545455"
"221","6354480","1","2.25454545454545"
"222","6174000","1","1.29090909090909"
"223","6177930","1","2.27272727272727"
"224","6262298","1","1.34545454545455"
"225","6360368","1","3.92727272727273"
"226","6364110","1","0.709090909090909"
"227","6618904","1","1.29090909090909"
"228","6518962","1","1.18181818181818"
"229","6519056","1","2.41818181818182"
"230","6538862","1","2.4"
"231","6721894","1","1.56363636363636"
"232","2226294","1","0.781818181818182"
"233","2258186","1","2.09090909090909"
"234","2301168","1","4.87272727272727"
"235","2394084","1","2.03636363636364"
"236","2417324","1","2.09090909090909"
"237","2492800","1","1.21818181818182"
"238","3043072","1","1.05454545454545"
"239","6392240","1","6.92727272727273"
"240","6676848","1","2.12727272727273"
"241","6732898","1","1.32727272727273"
"242","6572108","1","1.18181818181818"
"243","6484858","1","3.38181818181818"
"244","6486760","1","0.854545454545454"
"245","6490112","1","1.81818181818182"
"246","6499510","1","1.07272727272727"
"247","6511614","1","2.32727272727273"
"248","6740648","1","1.01818181818182"
"249","6745834","1","3.25454545454545"
"250","7055606","1","2.70909090909091"
"251","81676","1","1"
"252","614315","1","1.49090909090909"
"253","742227","1","1.58181818181818"
"254","742769","1","1.09090909090909"
"255","819859","1","2.85454545454545"
"256","1398655","1","1.23636363636364"
"257","1428151","1","1.14545454545455"
"258","1479937","1","1.25454545454545"
"259","1546073","1","1.21818181818182"
"260","1552039","1","3.10909090909091"
"261","1573420","1","2.43636363636364"
"262","1645276","1","2.45454545454545"
"263","1732322","1","1.61818181818182"
"264","1778732","1","2.09090909090909"
"265","1824128","1","5.23636363636364"
"266","1884658","1","0.981818181818182"
"267","1930632","1","0.636363636363636"
"268","2062876","1","1.41818181818182"
"269","2154410","1","1.01818181818182"
"270","2289680","1","2.14545454545455"
"271","2610302","1","1.27272727272727"
"272","2930494","1","1.56363636363636"
"273","2641950","1","1.29090909090909"
"274","2948060","1","1.2"
"275","2958956","1","5.6"
"276","2659888","1","2.01818181818182"
"277","2969404","1","1.21818181818182"
"278","2970374","1","2.07272727272727"
"279","3107988","1","1.01818181818182"
"280","3112970","1","2.27272727272727"
"281","2689882","1","1.4"
"282","3163666","1","1.58181818181818"
"283","2854314","1","2.21818181818182"
"284","3000806","1","1.10909090909091"
"285","3082160","1","5.69090909090909"
"286","3003790","1","0.836363636363636"
"287","3124968","1","1.65454545454545"
"288","2715120","1","2.43636363636364"
"289","3029436","1","0.745454545454545"
"290","2583960","1","0.763636363636364"
"291","3188130","1","1.34545454545455"
"292","3505258","1","1.74545454545455"
"293","3421432","1","0.618181818181818"
"294","3215128","1","2.50909090909091"
"295","3228072","1","3.18181818181818"
"296","3236218","1","1.27272727272727"
"297","3356606","1","1.05454545454545"
"298","3360308","1","1.96363636363636"
"299","3545922","1","1.2"
"300","3467122","1","1.69090909090909"
"301","3481996","1","2.74545454545455"
"302","3285764","1","2.2"
"303","3291378","1","1.23636363636364"
"304","3841700","1","1.65454545454545"
"305","3753740","1","1.27272727272727"
"306","3760614","1","2.47272727272727"
"307","3595918","1","0.872727272727273"
"308","3672590","1","1.52727272727273"
"309","3854538","1","0.981818181818182"
"310","3601834","1","2.45454545454545"
"311","3677900","1","0.745454545454545"
"312","3775376","1","2.16363636363636"
"313","3777800","1","3.41818181818182"
"314","3799650","1","0.872727272727273"
"315","3808940","1","0.854545454545454"
"316","3931106","1","1.12727272727273"
"317","3931484","1","1.05454545454545"
"318","3628788","1","0.963636363636364"
"319","3809736","1","2.10909090909091"
"320","3816700","1","2.09090909090909"
"321","3818880","1","1.18181818181818"
"322","3892778","1","4.09090909090909"
"323","3641920","1","3.43636363636364"
"324","3820770","1","1.18181818181818"
"325","3824406","1","1.38181818181818"
"326","4018466","1","1.98181818181818"
"327","4191934","1","1.45454545454545"
"328","4027214","1","1.70909090909091"
"329","4107090","1","2.92727272727273"
"330","4034252","1","2.12727272727273"
"331","3969674","1","0.963636363636364"
"332","3972296","1","0.963636363636364"
"333","4121322","1","1.45454545454545"
"334","4246048","1","0.690909090909091"
"335","4131840","1","1.45454545454545"
"336","4198468","1","2.63636363636364"
"337","3981120","1","2.6"
"338","4941046","1","1.78181818181818"
"339","5093958","1","1.6"
"340","5104050","1","1.30909090909091"
"341","4889578","1","0.545454545454545"
"342","4958346","1","1.90909090909091"
"343","4964970","1","2.16363636363636"
"344","4964992","1","0.890909090909091"
"345","4904524","1","2.43636363636364"
"346","3984442","1","2.18181818181818"
"347","4066592","1","1.85454545454545"
"348","4067222","1","3.07272727272727"
"349","3996212","1","0.945454545454545"
"350","4073230","1","1.25454545454545"
"351","4085602","1","3.63636363636364"
"352","4087120","1","1.36363636363636"
"353","4089548","1","1.56363636363636"
"354","4328520","1","7.47272727272727"
"355","4333988","1","2.85454545454545"
"356","4409850","1","1.36363636363636"
"357","4497574","1","2.12727272727273"
"358","4518652","1","1.49090909090909"
"359","4343662","1","2.52727272727273"
"360","4422888","1","1.70909090909091"
"361","4349476","1","1.69090909090909"
"362","4355108","1","1.43636363636364"
"363","4358796","1","1.12727272727273"
"364","4449340","1","0.872727272727273"
"365","4312884","1","3.03636363636364"
"366","4316084","1","3.30909090909091"
"367","4472278","1","0.909090909090909"
"368","4250674","1","2.45454545454545"
"369","4796974","1","1.43636363636364"
"370","4563822","1","0.963636363636364"
"371","4564146","1","3.07272727272727"
"372","4723742","1","0.690909090909091"
"373","4804960","1","1.32727272727273"
"374","4655084","1","1.09090909090909"
"375","4671398","1","3.05454545454545"
"376","4671770","1","0.581818181818182"
"377","4820716","1","1.52727272727273"
"378","4677122","1","1.63636363636364"
"379","4679720","1","1.54545454545455"
"380","4594558","1","1.92727272727273"
"381","4598682","1","3.21818181818182"
"382","4612574","1","3.09090909090909"
"383","4700890","1","4.14545454545455"
"384","4701294","1","2.6"
"385","4704876","1","0.636363636363636"
"386","4785528","1","0.854545454545454"
"387","4980684","1","3.30909090909091"
"388","4982720","1","2.72727272727273"
"389","5053296","1","3.49090909090909"
"390","4861138","1","1.12727272727273"
"391","4928132","1","0.818181818181818"
"392","4994940","1","1.49090909090909"
"393","4937488","1","3.16363636363636"
"394","4848916","1","2.72727272727273"
"395","5116416","1","0.890909090909091"
"396","5114902","1","1.49090909090909"
"397","5205388","1","0.836363636363636"
"398","5339756","1","1.87272727272727"
"399","5212780","1","1.16363636363636"
"400","5349552","1","1.16363636363636"
"401","5218950","1","3.10909090909091"
"402","5231668","1","0.945454545454545"
"403","5232852","1","9.36363636363636"
"404","5232914","1","7.43636363636364"
"405","5393658","1","1"
"406","5237796","1","1.78181818181818"
"407","5322508","1","1.29090909090909"
"408","5260172","1","1.45454545454545"
"409","5562654","1","0.636363636363636"
"410","5621198","1","2.78181818181818"
"411","5572682","1","5.07272727272727"
"412","5572898","1","1.12727272727273"
"413","5500216","1","1.16363636363636"
"414","5578266","1","1.10909090909091"
"415","5672412","1","1.23636363636364"
"416","5430766","1","2.50909090909091"
"417","5582668","1","1.23636363636364"
"418","5583944","1","1.23636363636364"
"419","5663520","1","1.76363636363636"
"420","5520440","1","2.01818181818182"
"421","5587564","1","0.927272727272727"
"422","5466226","1","1.12727272727273"
"423","5535500","1","1.67272727272727"
"424","5601120","1","1.38181818181818"
"425","5474050","1","1.23636363636364"
"426","5539756","1","3.12727272727273"
"427","5607900","1","1.47272727272727"
"428","5645328","1","1.38181818181818"
"429","5548654","1","1.83636363636364"
"430","5408552","1","3.29090909090909"
"431","5925556","1","0.945454545454545"
"432","5689104","1","1.32727272727273"
"433","5847224","1","0.818181818181818"
"434","5857240","1","1.85454545454545"
"435","6018750","1","0.709090909090909"
"436","5733998","1","1.14545454545455"
"437","6006946","1","0.563636363636364"
"438","5808994","1","0.8"
"439","5916850","1","4"
"440","5820284","1","3.45454545454545"
"441","6026562","1","1.30909090909091"
"442","6200788","1","1.70909090909091"
"443","6278468","1","1.14545454545455"
"444","6234394","1","2.89090909090909"
"445","6239452","1","4.81818181818182"
"446","1491287","1","2.01818181818182"
"447","1596986","1","0.963636363636364"
"448","1630298","1","1.2"
"449","1656918","1","1.05454545454545"
"450","1748084","1","1.58181818181818"
"451","1756688","1","2.50909090909091"
"452","6240828","1","1.18181818181818"
"453","6099958","1","3.03636363636364"
"454","6252284","1","1.69090909090909"
"455","6180030","1","3.14545454545455"
"456","6189632","1","1.45454545454545"
"457","6025300","1","2.58181818181818"
"458","6360346","1","1.6"
"459","6356108","1","1.07272727272727"
"460","6519042","1","0.545454545454545"
"461","6632400","1","2.56363636363636"
"462","6380482","1","2.89090909090909"
"463","6531224","1","1.27272727272727"
"464","6472836","1","1.21818181818182"
"465","6396912","1","4.94545454545455"
"466","6477912","1","2.56363636363636"
"467","6411086","1","1.47272727272727"
"468","6420008","1","1.6"
"469","6598438","1","2.98181818181818"
"470","6687418","1","1.2"
"471","6513050","1","3.78181818181818"
"472","6513190","1","8.56363636363636"
"473","6926000","1","1.32727272727273"
"474","7010386","1","2.92727272727273"
"475","6759446","1","3.41818181818182"
"476","6761730","1","3.72727272727273"
"477","6972774","1","2.43636363636364"
"478","7017772","1","1.6"
"479","7089406","1","2"
"480","7167152","1","1.50909090909091"
"481","296990","1","1.45454545454545"
"482","478760","1","1.09090909090909"
"483","555181","1","1.98181818181818"
"484","558157","1","1.10909090909091"
"485","675353","1","1.61818181818182"
"486","721575","1","2.30909090909091"
"487","767773","1","0.618181818181818"
"488","853337","1","2.36363636363636"
"489","1259107","1","1.92727272727273"
"490","1816762","1","1.03636363636364"
"491","1934928","1","2.03636363636364"
"492","1940794","1","1.52727272727273"
"493","1957398","1","1.83636363636364"
"494","1982124","1","0.672727272727273"
"495","2035852","1","2.52727272727273"
"496","2057220","1","2.49090909090909"
"497","2128722","1","0.545454545454545"
"498","2167256","1","1.03636363636364"
"499","3625934","1","0.872727272727273"
"500","3716794","1","1.72727272727273"
"501","3893958","1","2.07272727272727"
"502","3905616","1","1.85454545454545"
"503","3872274","1","1"
"504","3730514","1","1.18181818181818"
"505","2194312","1","1.30909090909091"
"506","2261028","1","0.618181818181818"
"507","2300616","1","1.72727272727273"
"508","2316244","1","1"
"509","2343170","1","2.34545454545455"
"510","2573238","1","2.47272727272727"
"511","3044894","1","4.4"
"512","2760244","1","0.545454545454545"
"513","2937860","1","0.581818181818182"
"514","3114646","1","1.05454545454545"
"515","2697810","1","1.30909090909091"
"516","2994582","1","3.65454545454545"
"517","2997708","1","2.18181818181818"
"518","2878380","1","1.67272727272727"
"519","3140104","1","3.85454545454545"
"520","2884790","1","0.781818181818182"
"521","3093864","1","1.8"
"522","3031646","1","0.945454545454545"
"523","3303450","1","0.545454545454545"
"524","3303708","1","1.23636363636364"
"525","3499716","1","0.709090909090909"
"526","3208132","1","2.56363636363636"
"527","3516100","1","3.74545454545455"
"528","3441284","1","1.14545454545455"
"529","3371380","1","1.98181818181818"
"530","3377392","1","1.29090909090909"
"531","3377464","1","2.76363636363636"
"532","3470612","1","2.98181818181818"
"533","3484852","1","1.03636363636364"
"534","3528794","1","0.636363636363636"
"535","3737186","1","1.58181818181818"
"536","3843474","1","1.54545454545455"
"537","3665294","1","1.18181818181818"
"538","3853170","1","1.49090909090909"
"539","4701134","1","2.09090909090909"
"540","4703888","1","0.709090909090909"
"541","4828790","1","0.781818181818182"
"542","4709668","1","1.14545454545455"
"543","4976966","1","1.21818181818182"
"544","5053266","1","1.96363636363636"
"545","5058758","1","1.61818181818182"
"546","4863786","1","2.23636363636364"
"547","4993136","1","2.87272727272727"
"548","3895008","1","2.70909090909091"
"549","3941164","1","1.90909090909091"
"550","3937606","1","1.36363636363636"
"551","4185582","1","1.29090909090909"
"552","3964962","1","0.945454545454545"
"553","3974166","1","1"
"554","4141654","1","3.01818181818182"
"555","4057402","1","0.854545454545454"
"556","4058644","1","1.56363636363636"
"557","4059844","1","1.34545454545455"
"558","4218620","1","2"
"559","4150760","1","1.32727272727273"
"560","4066074","1","0.618181818181818"
"561","4085584","1","1.69090909090909"
"562","4324138","1","1.43636363636364"
"563","4486828","1","3.45454545454545"
"564","4263182","1","2.4"
"565","4404696","1","1.16363636363636"
"566","4542636","1","1.67272727272727"
"567","4344552","1","3.74545454545455"
"568","4350696","1","1.83636363636364"
"569","4522688","1","2.18181818181818"
"570","4302086","1","0.8"
"571","4370236","1","1.10909090909091"
"572","4541180","1","2.34545454545455"
"573","4468584","1","0.690909090909091"
"574","4797278","1","1.87272727272727"
"575","4654000","1","3.32727272727273"
"576","4573234","1","1.12727272727273"
"577","4574170","1","3.90909090909091"
"578","4739672","1","1.52727272727273"
"579","4742058","1","2.18181818181818"
"580","4743098","1","1.43636363636364"
"581","4579098","1","1.14545454545455"
"582","4677174","1","2.07272727272727"
"583","4678138","1","0.818181818181818"
"584","4679120","1","1.76363636363636"
"585","4837778","1","1.18181818181818"
"586","4837782","1","1.74545454545455"
"587","4685080","1","1.81818181818182"
"588","4824690","1","0.963636363636364"
"589","4824912","1","0.581818181818182"
"590","4817250","1","1.21818181818182"
"591","4698396","1","0.945454545454545"
"592","4698858","1","1.38181818181818"
"593","5094088","1","0.890909090909091"
"594","5103528","1","2.76363636363636"
"595","5082886","1","1"
"596","5108058","1","1.34545454545455"
"597","4896694","1","3.18181818181818"
"598","4898808","1","1.83636363636364"
"599","5037470","1","1"
"600","4967904","1","1.2"
"601","5043524","1","1.18181818181818"
"602","4975776","1","0.854545454545454"
"603","5047382","1","1.30909090909091"
"604","5130974","1","0.945454545454545"
"605","5279726","1","2.30909090909091"
"606","5139528","1","0.763636363636364"
"607","5141392","1","1.63636363636364"
"608","5142740","1","1.76363636363636"
"609","5144398","1","2.65454545454545"
"610","5218932","1","2.25454545454545"
"611","5218934","1","1.63636363636364"
"612","5367504","1","1.47272727272727"
"613","5162702","1","1"
"614","5230376","1","1.29090909090909"
"615","5307560","1","2.50909090909091"
"616","5309662","1","1.43636363636364"
"617","5377082","1","1.25454545454545"
"618","5178144","1","1.67272727272727"
"619","5246922","1","1.90909090909091"
"620","5247044","1","1.83636363636364"
"621","5317842","1","2.01818181818182"
"622","5361662","1","1.23636363636364"
"623","5185210","1","1.49090909090909"
"624","5255714","1","0.745454545454545"
"625","5383060","1","4.34545454545455"
"626","5262556","1","7.10909090909091"
"627","5328010","1","2.52727272727273"
"628","5364070","1","1.05454545454545"
"629","5197842","1","2.34545454545455"
"630","5618410","1","0.690909090909091"
"631","5618494","1","1.25454545454545"
"632","5493380","1","2.50909090909091"
"633","5497360","1","6.76363636363636"
"634","5627780","1","1.23636363636364"
"635","5423708","1","0.890909090909091"
"636","5503044","1","1.45454545454545"
"637","5436748","1","3.21818181818182"
"638","5583046","1","0.6"
"639","5455638","1","2.85454545454545"
"640","5470916","1","0.927272727272727"
"641","5657744","1","2.34545454545455"
"642","5540132","1","3.76363636363636"
"643","5667166","1","0.854545454545454"
"644","5543858","1","1.27272727272727"
"645","5644024","1","0.963636363636364"
"646","5698112","1","1.76363636363636"
"647","5773340","1","2.61818181818182"
"648","5858576","1","0.945454545454545"
"649","5719058","1","2.43636363636364"
"650","5784418","1","2.89090909090909"
"651","5997100","1","0.909090909090909"
"652","6004298","1","0.672727272727273"
"653","5808876","1","0.8"
"654","5742410","1","3.74545454545455"
"655","5917442","1","3.30909090909091"
"656","742601","1","2.41818181818182"
"657","765937","1","1.14545454545455"
"658","821343","1","2.70909090909091"
"659","841871","1","0.654545454545455"
"660","5822300","1","1.12727272727273"
"661","6277384","1","0.8"
"662","6277622","1","1.01818181818182"
"663","6278424","1","3.12727272727273"
"664","6136622","1","0.690909090909091"
"665","6298116","1","1.21818181818182"
"666","6298304","1","0.618181818181818"
"667","6062400","1","1.45454545454545"
"668","6220894","1","4.05454545454545"
"669","6146290","1","1.01818181818182"
"670","6151292","1","5.52727272727273"
"671","6231604","1","1.09090909090909"
"672","6169846","1","0.8"
"673","6242580","1","1.6"
"674","6244490","1","1.89090909090909"
"675","6302142","1","1.2"
"676","6117346","1","2.76363636363636"
"677","6193112","1","3.2"
"678","6356110","1","2.30909090909091"
"679","6367188","1","2.32727272727273"
"680","6522888","1","1.16363636363636"
"681","6383164","1","1.32727272727273"
"682","6462530","1","1.25454545454545"
"683","6724114","1","1.54545454545455"
"684","6386860","1","1.43636363636364"
"685","6391938","1","2.32727272727273"
"686","6546816","1","1.56363636363636"
"687","6478140","1","1"
"688","6663086","1","1.07272727272727"
"689","6487158","1","1.32727272727273"
"690","6756334","1","0.745454545454545"
"691","6850036","1","0.763636363636364"
"692","6879432","1","3.25454545454545"
"693","6818648","1","1.09090909090909"
"694","6905308","1","1.09090909090909"
"695","6913250","1","2.34545454545455"
"696","7071074","1","3.18181818181818"
"697","7072170","1","1.61818181818182"
"698","1420283","1","3.10909090909091"
"699","1589524","1","1.05454545454545"
"700","1618636","1","1.58181818181818"
"701","1636364","1","1.38181818181818"
"702","1636370","1","2.47272727272727"
"703","1645380","1","1.18181818181818"
"704","1660096","1","1.25454545454545"
"705","1747128","1","0.690909090909091"
"706","1747538","1","0.963636363636364"
"707","1760646","1","1.43636363636364"
"708","1771436","1","1.2"
"709","1848562","1","1.30909090909091"
"710","1871490","1","1.25454545454545"
"711","1883608","1","2.14545454545455"
"712","1917392","1","3.6"
"713","1964754","1","1.2"
"714","1985132","1","0.981818181818182"
"715","2195328","1","0.872727272727273"
"716","2212874","1","2.32727272727273"
"717","2258184","1","1.12727272727273"
"718","2267922","1","1.85454545454545"
"719","2418788","1","0.672727272727273"
"720","2436854","1","0.709090909090909"
"721","2441962","1","1.25454545454545"
"722","2570314","1","1.94545454545455"
"723","2572636","1","1.85454545454545"
"724","3047936","1","2.23636363636364"
"725","3048566","1","3.43636363636364"
"726","3048698","1","2.09090909090909"
"727","3051212","1","1.10909090909091"
"728","3055126","1","3.63636363636364"
"729","2613164","1","1.98181818181818"
"730","2614056","1","1.34545454545455"
"731","2761944","1","1.34545454545455"
"732","2630544","1","5.56363636363636"
"733","3154706","1","2.2"
"734","2961312","1","0.854545454545454"
"735","3136312","1","1.29090909090909"
"736","2989128","1","0.890909090909091"
"737","2691988","1","1.32727272727273"
"738","3031124","1","2.96363636363636"
"739","3178088","1","1.25454545454545"
"740","3302078","1","1.90909090909091"
"741","3191086","1","2.32727272727273"
"742","3192448","1","2.56363636363636"
"743","3311360","1","2.83636363636364"
"744","3505194","1","0.8"
"745","3505260","1","2.83636363636364"
"746","3423254","1","0.963636363636364"
"747","3517138","1","1.29090909090909"
"748","3336840","1","1.01818181818182"
"749","3341482","1","2.03636363636364"
"750","3430990","1","0.927272727272727"
"751","3348320","1","2.2"
"752","3348352","1","2.2"
"753","3531368","1","0.981818181818182"
"754","3458654","1","1.18181818181818"
"755","3383402","1","1.98181818181818"
"756","3478262","1","2.56363636363636"
"757","3408378","1","3.70909090909091"
"758","3737368","1","1.07272727272727"
"759","3838036","1","1.23636363636364"
"760","3839236","1","4.65454545454545"
"761","3843700","1","0.945454545454545"
"762","3661946","1","0.890909090909091"
"763","3845870","1","1.89090909090909"
"764","3754094","1","2.92727272727273"
"765","3882954","1","1.21818181818182"
"766","4654840","1","0.636363636363636"
"767","4842956","1","1.45454545454545"
"768","4734170","1","2.98181818181818"
"769","4832394","1","1.94545454545455"
"770","3608744","1","1.50909090909091"
"771","3616512","1","2.10909090909091"
"772","3698360","1","1.16363636363636"
"773","3885612","1","0.981818181818182"
"774","3626200","1","0.854545454545454"
"775","3864636","1","3.18181818181818"
"776","3640132","1","0.636363636363636"
"777","3727614","1","2.27272727272727"
"778","3652658","1","3.58181818181818"
"779","3942912","1","0.690909090909091"
"780","4096628","1","2.98181818181818"
"781","3965392","1","1.30909090909091"
"782","4038634","1","5.14545454545455"
"783","3971792","1","1.74545454545455"
"784","3972306","1","2.65454545454545"
"785","3974158","1","1.18181818181818"
"786","4198290","1","1.01818181818182"
"787","4140158","1","1.03636363636364"
"788","4230646","1","0.6"
"789","4230908","1","2.56363636363636"
"790","4217958","1","1.89090909090909"
"791","4233360","1","1.36363636363636"
"792","3998242","1","1.58181818181818"
"793","3999512","1","0.745454545454545"
