"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,19,"BHR","Bahrain","BAHRAIN","Bahrain","Al Bahrayn","","","","Bahreïn ","Bahrein ","<U+0411><U+0430><U+0445><U+0440><U+0435><U+0439><U+043D> ","<U+0627><U+0644><U+0628><U+062D><U+0631><U+064A><U+0646>","<U+5DF4><U+6797> ","","","Bahrain","BH","","BA","48","19710815","Present","639753","657.268","973.3518138719669","Western Asia","Asia","1","","","","","High income: nonOECD","Debt not classified","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1",""
