"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,200,"SAU","Saudi Arabia","SAUDI ARABIA","Saudi Arabia","Al Arabiyah as Suudiyah","","Hejaz|Nejd","","Arabie Saoudite ","Arabia Saudita ","<U+0421><U+0430><U+0443><U+0434><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+0410><U+0440><U+0430><U+0432><U+0438><U+044F>","<U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0629> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>","<U+6C99><U+7279><U+963F><U+62C9><U+4F2F> ","","","Saudi Arabia","SA","","SA","682","19320923","Present","20346231","1960175","10.379803333886006","Western Asia","Asia","1","","","","","High income: nonOECD","Debt not classified","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
