"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,170,"OMN","Oman","OMAN","Oman","Saltanat Uman","","Muscat and Oman","","Oman ","Omán ","<U+041E><U+043C><U+0430><U+043D>","<U+0639><U+064F><U+0645><U+0627><U+0646>","<U+963F><U+66FC> ","","","Oman","OM","","MU","512","1900","Present","2538161","309651.906","8.196820206235062","Western Asia","Asia","1","","","","Middle East & North Africa","Upper middle income","Less indebted","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
