company_name,province,location,size,nature,business,page_num
苏州恒润进出口有限公司,江苏,江苏苏州,100 - 499人,私营．民营企业,"运动休闲,毛衫针织,面辅料,家纺,其他",49
杭州伯灵恒服饰有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,女装,49
宁波麦迪莱登服饰有限公司,浙江,浙江宁波,100 - 499人,外商独资．外企办事处,男装,49
苏州动力火车服饰贸易有限公司,江苏,江苏苏州,1 - 49人,私营．民营企业,"男装, 羽绒服",49
杭州拓客服饰有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,"男装, 运动休闲",49
杭州英涉时装有限公司,浙江,浙江杭州,100 - 499人,外商独资．外企办事处,"男装,女装",49
杭州新培蒙服饰,浙江,浙江杭州,100 - 499人,私营．民营企业,"女装,箱包,面辅料,丝绸",49
汇孚集团有限公司,浙江,浙江杭州,500 - 999人,私营．民营企业,其他,49
桐乡市雄鹰皮草有限公司,浙江,浙江嘉兴,50 - 99人,私营．民营企业,"男装, 女装, 皮革, 其他",50
杭州怀宁服饰有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,女装,50
北京世星圣洪经贸有限公司,北京,北京,100 - 499人,私营．民营企业,女装,50
湖州织里衣艾衣久制衣有限公司,浙江,浙江湖州,100 - 499人,私营．民营企业,童装,50
杭州朗黛服饰有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,女装,50
无锡市东翔针纺织有限公司,江苏,江苏无锡,500 - 999人,私营．民营企业,"男装, 女装, 童装, 泳装, 其他",50
张家港市金鼎纺织贸易有限公司,江苏,江苏苏州,100 - 499人,私营．民营企业,"男装,女装,童装",50
上海思备特服装有限公司,上海,上海,50 - 99人,其它,"男装,女装,羽绒服,皮革,其他",50
四川祥和鸟服饰有限公司,四川,四川成都,1000人以上,私营．民营企业,"职业装,其他",50
杭州梵卡服饰有限公司,浙江,浙江杭州,100 - 499人,外商独资．外企办事处,童装,50
美国吉娜集团有限公司诸暨代表处,浙江,浙江绍兴,50 - 99人,外商独资．外企办事处,"内衣,鞋业,饰品,袜业",51
法国巴玛诺国际服饰有限公司,浙江,浙江杭州,1 - 49人,私营．民营企业,"男装, 女装, 其他",51
永康市罗兰玛亚时装有限公司,浙江,浙江金华,100 - 499人,私营．民营企业,"男装, 女装, 童装",51
宁波市鄞州安澜服饰有限公司,浙江,浙江宁波,100 - 499人,外商独资．外企办事处,女装,51
上海翼帏企业发展有限公司,上海,上海,1 - 49人,私营．民营企业,"男装,女装,面辅料,羽绒服",51
杭州她池服装有限公司,浙江,浙江杭州,500 - 999人,私营．民营企业,女装,51
杭州御垅正衣服饰有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,"男装,童装",51
杭州尚遥服饰有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,男装,51
宁波海天纺织有限公司,浙江,浙江宁波,500 - 999人,私营．民营企业,"男装, 女装, 童装, 毛衫针织",51
宁波日日升体育用品有限公司,浙江,浙江宁波,100 - 499人,私营．民营企业,"女装,运动休闲",51
长园和鹰智能科技有限公司,上海,上海,1000人以上,国内上市公司,其他,52
湖州织里天硕服饰有限公司（亲亲果）,浙江,浙江湖州,50 - 99人,私营．民营企业,童装,52
上海尤诺蒂实业发展有限公司,上海,上海,50 - 99人,私营．民营企业,羽绒服,52
豪爵（北京）制衣有限公司,北京,北京,50 - 99人,私营．民营企业,职业装,52
江苏红豆实业股份有限公司,江苏,江苏无锡,1000人以上,国内上市公司,"男装, 职业装, 毛衫针织, 其他",52
东莞佰利豪服饰实业有限公司,广东,广东东莞,100 - 499人,私营．民营企业,"童装,毛衫针织",52
义乌市继红服饰有限公司,浙江,浙江金华,,,丝绸,52
南京越石户外用品有限公司,江苏,江苏南京,1 - 49人,私营．民营企业,运动休闲,52
山东万丽时装有限公司,山东,山东菏泽,1000人以上,私营．民营企业,"女装,男装,毛衫针织",52
成都市恒川制衣有限公司,四川,四川成都,100 - 499人,私营．民营企业,"男装, 女装, 运动休闲, 羽绒服",52
广州大图服饰有限公司,广东,广东广州,100 - 499人,私营．民营企业,"女装,牛仔,毛衫针织,面辅料",53
杉杉品牌运营股份有限公司,浙江,浙江宁波,100 - 499人,国内上市公司,"男装, 职业装",53
台晟服饰（上海）有限公司,上海,上海,100 - 499人,私营．民营企业,女装,53
广州俪宸贸易有限公司,广东,广东广州,100 - 499人,私营．民营企业,"箱包,童装,运动休闲",53
杭州淦龙实业有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,"男装,女装,其他",53
广州为高服饰有限公司,广东,广东广州,50 - 99人,私营．民营企业,职业装,53
宁波中哲文墨品牌管理有限公司,浙江,浙江宁波,500 - 999人,私营．民营企业,女装,53
江阴市雅顺服饰有限公司,江苏,江苏无锡,100 - 499人,私营．民营企业,"男装,女装,童装,运动休闲,毛衫针织",53
温岭市高桥鞋帽厂,浙江,浙江台州,,,"童装, 饰品, 毛衫针织, 其他",53
深圳市金宝源服饰有限公司（雅涛）,广东,广东深圳,,,男装,53
罗莱生活科技股份有限公司,江苏,江苏南通,1000人以上,国内上市公司,家纺,54
温州金威服饰有限公司,浙江,浙江温州,100 - 499人,私营．民营企业,男装,54
嘉兴震洲服装有限公司,浙江,浙江嘉兴,1 - 49人,外商独资．外企办事处,"男装,女装,运动休闲,羽绒服",54
河南省允硕服饰有限公司,河南,河南安阳,100 - 499人,私营．民营企业,女装,54
河南中艺进出口有限公司,河南,河南郑州,100 - 499人,私营．民营企业,"女装, 童装, 面辅料",54
杭州菲尚进出口有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,女装,54
湖州织里素越服饰有限公司,浙江,浙江湖州,100 - 499人,私营．民营企业,童装,54
浙江纯爱服饰有限公司,浙江,浙江嘉兴,100 - 499人,私营．民营企业,女装,54
北京宏碧特服装有限责任公司,北京,北京,1 - 49人,私营．民营企业,"运动休闲,泳装,其他",54
埃斯尔公司时装厂,广东,广东深圳,100 - 499人,外商独资．外企办事处,女装,54
凯森蒙集团有限公司,辽宁,辽宁葫芦岛,1000人以上,外商独资．外企办事处,职业装,55
武汉盛迪商贸有限公司,湖北,湖北武汉,100 - 499人,私营．民营企业,男装,55
中山市蝶安芬内衣有限公司,广东,广东广州,1 - 49人,外商独资．外企办事处,"男装, 女装, 内衣, 运动休闲, 其他",55
瑞安市创维制衣有限公司,浙江,浙江温州,100 - 499人,私营．民营企业,"男装, 皮革, 正装, 职业装, 丝绸",55
温州宝鸿服饰有限公司,浙江,浙江温州,100 - 499人,私营．民营企业,男装,55
上海优资实业有限公司,上海,上海,1 - 49人,私营．民营企业,面辅料,55
骏宏集团,福建,福建福州,1000人以上,外商独资．外企办事处,运动休闲,55
杭州如涵贸易有限公司,浙江,浙江杭州,1000人以上,国内上市公司,女装,55
东莞市葛琳若服饰有限公司,广东,广东东莞,100 - 499人,私营．民营企业,内衣,55
温州市圣卡萝服饰有限公司,浙江,浙江温州,100 - 499人,私营．民营企业,女装,55
小囧豆童装,浙江,浙江台州,100 - 499人,私营．民营企业,童装,56
东莞鸿祥服装有限公司,广东,广东东莞,100 - 499人,港台澳企业,内衣,56
昆山高尔服装有限公司,江苏,江苏苏州,100 - 499人,私营．民营企业,"男装, 女装, 童装, 其他",56
张家港市盛亿马针织制品有限公司,江苏,江苏苏州,50 - 99人,外商独资．外企办事处,男装,56
宜昌富艺制衣有限公司,湖北,湖北宜昌,100 - 499人,私营．民营企业,"男装, 女装, 童装, 运动休闲, 牛仔",56
杭州九舟服饰有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,男装,56
浙江德鲨服饰有限公司,浙江,浙江杭州,100 - 499人,港台澳企业,男装,56
广东润驰服饰辅料有限公司广州分公司,广东,广东广州,1 - 49人,私营．民营企业,面辅料,56
江苏国泰华盛实业有限公司,江苏,江苏苏州,500 - 999人,国有企业,"男装, 童装, 运动休闲, 毛衫针织, 面辅料",56
杭州世哲时装有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,女装,56
武汉佑芙妮服饰有限公司,湖北,湖北武汉,500 - 999人,外商独资．外企办事处,"女装,正装,职业装",57
杭州轨迹服装设计有限公司,浙江,浙江杭州,1 - 49人,私营．民营企业,"男装, 女装, 皮革, 毛衫针织, 丝绸",57
鸿葳服饰沭阳有限公司,江苏,江苏宿迁,1000人以上,港台澳企业,"男装, 童装, 运动休闲",57
浙江棒杰数码针织品股份有限公司,浙江,浙江金华,1000人以上,国内上市公司,内衣,57
湖州巧赢服饰有限公司,浙江,浙江湖州,50 - 99人,私营．民营企业,童装,57
小蜜蜂（台山）制衣有限公司,广东,广东江门,500 - 999人,港台澳企业,童装,57
北京雪莎婷服装服饰有限公司,北京,北京,100 - 499人,私营．民营企业,"男装, 女装",57
海仔朵朵红,浙江,浙江温州,1 - 49人,私营．民营企业,童装,57
苏州优构思商贸有限公司,江苏,江苏苏州,100 - 499人,私营．民营企业,"女装, 鞋业",57
舟山成澜服饰有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,女装,57
维格娜丝时装股份有限公司,上海,上海,1000人以上,国内上市公司,女装,58
北京吴恒丰服装有限公司,北京,北京,,,女装,58
苏州兄华服饰有限公司,江苏,江苏苏州,500 - 999人,私营．民营企业,"男装, 女装, 内衣, 童装",58
特步(中国)有限公司,福建,福建泉州,1000人以上,国内上市公司,运动休闲,58
上海鸿馥纺织品服饰有限公司,上海,上海,1 - 49人,私营．民营企业,毛衫针织,58
惠州市柏力嘉制衣有限公司,广东,广东深圳,100 - 499人,私营．民营企业,"童装, 运动休闲, 其他",58
杭州阔尊贸易有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,男装,58
浙江台绣服饰有限公司,浙江,浙江台州,500 - 999人,私营．民营企业,"女装, 内衣, 饰品, 丝绸, 家纺",58
南通宇鑫服饰有限公司,江苏,江苏南通,100 - 499人,私营．民营企业,女装,58
杭州欧丝益缕服饰有限公司,浙江,浙江杭州,500 - 999人,私营．民营企业,"女装, 皮革, 鞋业, 牛仔, 毛衫针织",58
湖州织里楚麟服饰有限公司,浙江,浙江湖州,100 - 499人,私营．民营企业,童装,59
南通富美服饰有限公司,江苏,江苏南通,1000人以上,私营．民营企业,饰品,59
杭州天创进出口有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,"饰品, 毛衫针织",59
武汉凯晨国际贸易有限公司,湖北,湖北武汉,500 - 999人,私营．民营企业,"女装, 面辅料",59
英商马田纺织品（中国-中山）有限公司,广东,广东中山,1000人以上,港台澳企业,内衣,59
昆山捷美服装有限公司,江苏,江苏苏州,100 - 499人,中外合营(合资．合作),"运动休闲,羽绒服,男装",59
深圳市阁兰秀服装设计有限公司,广东,广东深圳,100 - 499人,外商独资．外企办事处,女装,59
湖州他她果制衣有限公司,浙江,浙江湖州,100 - 499人,私营．民营企业,童装,59
浙江拍普儿服饰有限公司,浙江,浙江温州,100 - 499人,私营．民营企业,女装,59
义乌市美皇服饰有限公司,浙江,浙江金华,100 - 499人,私营．民营企业,"内衣,女装",59
浙江一森服饰有限公司,浙江,浙江嘉兴,500 - 999人,私营．民营企业,男装,60
杭州珠轩服饰有限公司,浙江,浙江杭州,500 - 999人,私营．民营企业,女装,60
上海清亨时装有限公司,上海,上海,1 - 49人,私营．民营企业,毛衫针织,60
湖州瑞茜服饰有限公司,浙江,浙江湖州,100 - 499人,私营．民营企业,童装,60
湖州织里瞳尚童趣制衣厂,浙江,浙江湖州,100 - 499人,私营．民营企业,童装,60
森仕集团,江西,江西赣州,1000人以上,私营．民营企业,职业装,60
东莞市健扬服饰有限公司,广东,广东东莞,100 - 499人,外商独资．外企办事处,"内衣, 泳装",60
广州市中健运动服饰有限公司,广东,广东广州,50 - 99人,私营．民营企业,运动休闲,60
嘉善县西塘镇花制作服饰设计有限公司,浙江,浙江嘉兴,50 - 99人,私营．民营企业,"男装,女装",60
湖州优可服饰有限公司,浙江,浙江湖州,50 - 99人,其它,童装,60
海宁市思齐之家皮草时装有限公司,浙江,浙江嘉兴,100 - 499人,私营．民营企业,皮革,61
韩国林芊国际服饰有限公司,浙江,浙江湖州,100 - 499人,私营．民营企业,童装,61
上海圣漫实业有限公司,浙江,浙江温州,100 - 499人,私营．民营企业,男装,61
青岛唐米小熊服饰有限公司,河北,河北石家庄,500 - 999人,私营．民营企业,童装,61
大连幸福女人服饰有限公司,辽宁,辽宁大连,100 - 499人,私营．民营企业,女装,61
好莱钨实业有限公司常熟分公司,江苏,江苏苏州,1000人以上,外商独资．外企办事处,其他,61
浙江红袖实业股份有限公司,浙江,浙江杭州,1000人以上,私营．民营企业,女装,61
湖州织里跳跳虎制衣厂,浙江,浙江湖州,100 - 499人,私营．民营企业,"童装, 其他",61
海澜集团有限公司,江苏,江苏无锡,1000人以上,私营．民营企业,"男装, 女装, 正装, 职业装, 毛衫针织",61
北京奥凯隆服装有限公司,北京,北京,100 - 499人,私营．民营企业,"男装,女装,丝绸,其他",61
杭州万事利丝绸文化股份有限公司,浙江,浙江杭州,500 - 999人,私营．民营企业,"男装, 女装, 丝绸, 家纺",62
宁波市琪阳纺织品有限公司,浙江,浙江宁波,100 - 499人,私营．民营企业,"女装,运动休闲,其他",62
杭州朱丽燕网络科技（海贝集团）有限公司,浙江,浙江杭州,500 - 999人,私营．民营企业,"女装,童装",62
浙江美嘉标服饰有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,"内衣,丝绸",62
东莞市熊宝豆丁服饰有限公司,广东,广东东莞,100 - 499人,港台澳企业,童装,62
山东赛雅服饰有限公司,山东,山东聊城,1000人以上,外商独资．外企办事处,"男装, 女装, 童装, 正装",62
山东亨博尔服饰有限公司,山东,山东聊城,500 - 999人,私营．民营企业,"男装,女装,正装,职业装,其他",62
浙江印象实业股份有限公司,浙江,浙江杭州,1000人以上,私营．民营企业,女装,62
阿帕索国际有限公司,福建,福建福州,500 - 999人,私营．民营企业,"男装, 女装, 童装, 运动休闲, 羽绒服",62
河南阿尔本制衣有限公司,河南,河南周口,1000人以上,私营．民营企业,"女装,正装,运动休闲,职业装,羽绒服",62
苏州工业园区恒昌纺织有限公司,江苏,江苏苏州,500 - 999人,私营．民营企业,"男装, 女装, 内衣",63
东莞市恒朗服装有限公司,广东,广东东莞,50 - 99人,私营．民营企业,女装,63
广州千誉智能科技有限公司,广东,广东广州,100 - 499人,私营．民营企业,内衣,63
海宁亿川服饰有限公司,浙江,浙江嘉兴,50 - 99人,私营．民营企业,"女装,皮革,羽绒服",63
深圳市遇见文化发展有限公司,广东,广东深圳,100 - 499人,私营．民营企业,女装,63
广东宝贝儿婴童用品股份有限公司,广东,广东广州,500 - 999人,私营．民营企业,童装,63
成都市恒达纺织品有限公司,四川,四川成都,100 - 499人,私营．民营企业,"职业装,面辅料,其他",63
广东名鳄服饰实业有限公司,广东,广东广州,500 - 999人,私营．民营企业,男装,63
东莞市京福服装有限公司,广东,广东东莞,1000人以上,私营．民营企业,内衣,63
广州戈澜服装有限公司,广东,广东广州,50 - 99人,私营．民营企业,"男装,女装,童装",63
龙泉市欧出色服饰有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,女装,64
东丽国际贸易（中国）有限公司,上海,上海,100 - 499人,外商独资．外企办事处,"内衣, 运动休闲, 面辅料, 羽绒服, 其他",64
南昌良良实业有限公司,江西,江西南昌,500 - 999人,私营．民营企业,"童装,家纺",64
贝尔佳妮服饰有限公司,重庆,重庆,50 - 99人,私营．民营企业,女装,64
杭州达拉达贸易有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,女装,64
欧里优商贸(上海)有限公司,上海,上海,1 - 49人,外商独资．外企办事处,"女装, 职业装",64
上海子路服饰有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,女装,64
天津市芭而蒂服饰有限公司,天津,天津,1000人以上,私营．民营企业,"女装,男装,羽绒服,皮革,面辅料",64
江阴嘉祥贸易有限公司,江苏,江苏无锡,500 - 999人,私营．民营企业,"男装,女装,运动休闲,毛衫针织,面辅料",64
江苏新佳禾制衣有限公司,江苏,江苏徐州,100 - 499人,私营．民营企业,职业装,64
杭州舁尚实业有限公司,浙江,浙江杭州,500 - 999人,私营．民营企业,女装,65
东蒙集团有限公司,浙江,浙江温州,1000人以上,私营．民营企业,"男装,女装,正装,职业装",65
许昌奥莱尼亚服装有限公司,河南,河南许昌,1000人以上,私营．民营企业,男装,65
深圳市奇豪服饰有限公司,广东,广东深圳,50 - 99人,私营．民营企业,男装,65
宏杰内衣股份有限公司,广东,广东深圳,1000人以上,私营．民营企业,内衣,65
佛山淘气贝贝服饰有限公司,广东,广东佛山,500 - 999人,私营．民营企业,童装,65
南昌成功针织制衣有限公司,江西,江西南昌,100 - 499人,外商独资．外企办事处,"运动休闲,毛衫针织,泳装,内衣",65
厦门奇億服饰有限公司,福建,福建厦门,100 - 499人,私营．民营企业,"女装,羽绒服,毛衫针织",65
广东华信雅迪斯时装有限公司,广东,广东广州,500 - 999人,私营．民营企业,女装,65
张家港飘飘服装厂,江苏,江苏苏州,100 - 499人,私营．民营企业,女装,65
上海卓熠服饰有限公司,江苏,江苏苏州,50 - 99人,私营．民营企业,女装,66
杭州卓诚服装有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,童装,66
宁波市海之伦服饰有限公司,浙江,浙江宁波,1 - 49人,私营．民营企业,"男装,正装,羽绒服",66
福建柒牌集团有限公司,福建,福建泉州,1000人以上,私营．民营企业,男装,66
乾玺贸易（上海）有限公司,上海,上海,500 - 999人,港台澳企业,"男装,女装,牛仔",66
东莞市春天实业有限公司,广东,广东东莞,100 - 499人,私营．民营企业,童装,66
东莞市伊娃服饰有限公司,广东,广东东莞,50 - 99人,私营．民营企业,"女装,婚纱礼服",66
广东哥弟时尚服饰研发有限公司,广东,广东广州,1000人以上,私营．民营企业,女装,66
杭州豪铂贸易有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,男装,66
青岛酷特智能股份有限公司,山东,山东青岛,1000人以上,私营．民营企业,男装,66
广州市芊之美服饰有限公司,广东,广东广州,100 - 499人,私营．民营企业,女装,67
浙江诺和品牌管理有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,"男装,鞋业,正装,牛仔",67
东莞市越也服饰有限公司,广东,广东东莞,100 - 499人,私营．民营企业,童装,67
佛山纳芙服饰有限公司（万芙）,广东,广东佛山,100 - 499人,私营．民营企业,内衣,67
苏州永玛特服装有限公司,江苏,江苏苏州,100 - 499人,私营．民营企业,毛衫针织,67
天津宝盈电脑机械有限公司,天津,天津,100 - 499人,私营．民营企业,家纺,67
大连隆生服饰有限公司,辽宁,辽宁大连,100 - 499人,其它,其他,67
深圳万旗服饰有限公司,广东,广东深圳,100 - 499人,港台澳企业,女装,67
苏州斯诺服饰有限公司,江苏,江苏苏州,50 - 99人,私营．民营企业,运动休闲,67
河南省自由战士服饰有限公司,河南,河南漯河,100 - 499人,私营．民营企业,"男装, 女装, 童装, 鞋业, 运动休闲",67
茱莉安娜咨询服务（深圳）有限公司,广东,广东深圳,100 - 499人,外商独资．外企办事处,内衣,68
常州广田服装有限公司,江苏,江苏常州,100 - 499人,外商独资．外企办事处,"男装, 运动休闲, 职业装",68
广州市美苑百货有限公司,广东,广东广州,100 - 499人,私营．民营企业,女装,68
金世纪服装(深圳)有限公司,广东,广东深圳,1 - 49人,外商独资．外企办事处,"女装, 皮革, 饰品, 箱包",68
安正时尚集团股份有限公司,浙江,浙江嘉兴,1000人以上,国内上市公司,"男装,女装",68
浙江新益针织制衣有限公司,浙江,浙江绍兴,500 - 999人,私营．民营企业,毛衫针织,68
山东南山纺织服饰有限公司,山东,山东烟台,1000人以上,国内上市公司,"男装,女装,正装,职业装",68
青岛耀杰时装有限公司,山东,山东青岛,100 - 499人,私营．民营企业,"男装, 女装, 童装, 牛仔, 毛衫针织",68
宁波乐卡克服饰有限公司,浙江,浙江宁波,500 - 999人,中外合营(合资．合作),运动休闲,68
杭州爱唯服饰有限公司,浙江,浙江杭州,1 - 49人,外商独资．外企办事处,女装,68
江西省瑞特制衣有限公司,江西,江西南昌,50 - 99人,私营．民营企业,"男装, 女装, 运动休闲",69
桐乡市范笛诗服饰有限公司,浙江,浙江嘉兴,100 - 499人,私营．民营企业,"女装, 毛衫针织",69
无锡晨亿来服饰有限公司,江苏,江苏无锡,100 - 499人,中外合营(合资．合作),"男装, 女装, 童装",69
上海曼德琳纺织品时装有限公司,上海,上海,100 - 499人,港台澳企业,女装,69
北京乔派世家服饰有限公司,北京,北京,1000人以上,国内上市公司,"男装,正装",69
杭州万通贸易有限公司,浙江,浙江杭州,1 - 49人,私营．民营企业,女装,69
温州市新派服饰有限公司,浙江,浙江温州,500 - 999人,私营．民营企业,女装,69
温州庄吉服饰有限公司,浙江,浙江温州,1000人以上,私营．民营企业,男装,69
上海三特企业发展有限公司,上海,上海,100 - 499人,私营．民营企业,男装,69
上海敏纺工贸有限公司,上海,上海,100 - 499人,私营．民营企业,"男装,女装",69
内蒙古鹿王羊绒有限公司,上海,上海,1000人以上,私营．民营企业,毛衫针织,70
江苏百成汇服饰有限公司,江苏,江苏苏州,1000人以上,私营．民营企业,男装,70
湖北动能体育用品有限公司,湖北,湖北荆门,1000人以上,私营．民营企业,运动休闲,70
沭阳广翔服装有限公司,江苏,江苏宿迁,100 - 499人,外商独资．外企办事处,"男装,女装,童装,运动休闲",70
江苏虎豹集团有限公司,江苏,江苏扬州,1000人以上,私营．民营企业,"男装,女装,运动休闲,职业装",70
子午线（北京）服装有限公司,北京,北京,50 - 99人,私营．民营企业,"男装,女装,职业装,毛衫针织,其他",70
宁波尚鼎服饰有限公司,浙江,浙江宁波,50 - 99人,私营．民营企业,"男装,女装,童装,毛衫针织",70
东莞市好乐门贸易有限公司,广东,广东东莞,100 - 499人,私营．民营企业,"童装, 鞋业, 牛仔, 饰品, 袜业, 毛衫针织, 羽绒服, 其他",70
浙江泡泡噜服饰有限公司,浙江,浙江绍兴,500 - 999人,私营．民营企业,童装,70
苏州兴网服饰有限公司,江苏,江苏苏州,100 - 499人,私营．民营企业,女装,70
安阳市钓鱼猫服饰有限公司,河南,河南安阳,500 - 999人,私营．民营企业,"内衣,童装",71
宁波凯信服饰股份有限公司,浙江,浙江宁波,1000人以上,中外合营(合资．合作),女装,71
沛恒制衣(东莞)有限公司,广东,广东东莞,1000人以上,港台澳企业,"男装,女装",71
杭州宣廷服饰有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,男装,71
佛山市超发服饰有限公司,广东,广东佛山,100 - 499人,私营．民营企业,童装,71
宁波市鄞州佳联服装有限公司,浙江,浙江宁波,100 - 499人,私营．民营企业,"女装,内衣,丝绸",71
江苏笛莎公主文化创意产业有限公司,江苏,江苏扬州,100 - 499人,私营．民营企业,"女装,童装,鞋业,牛仔,羽绒服",71
宁波中哲慕尚控股有限公司（GXG）,浙江,浙江宁波,1000人以上,中外合营(合资．合作),"男装,女装,童装",71
宁波奇邻文化创意有限公司,浙江,浙江宁波,100 - 499人,私营．民营企业,"女装, 内衣, 童装, 饰品, 其他",71
浙江卡奈利服饰有限公司,浙江,浙江温州,500 - 999人,私营．民营企业,"男装,正装,面辅料,其他",71
广东浪登服装有限公司,广东,广东佛山,500 - 999人,港台澳企业,"男装,女装",72
惠州缇缇卡服饰有限公司,广东,广东惠州,100 - 499人,外商独资．外企办事处,"女装,内衣,运动休闲,毛衫针织",72
上海有兰服饰有限公司,上海,上海,50 - 99人,私营．民营企业,女装,72
湖州朗田服饰有限公司,浙江,浙江湖州,100 - 499人,私营．民营企业,童装,72
江阴捷豹针织制衣有限公司,江苏,江苏无锡,500 - 999人,中外合营(合资．合作),"男装,女装,内衣,童装,运动休闲",72
南通百高时装有限公司,江苏,江苏南通,100 - 499人,外商独资．外企办事处,女装,72
湖州金喇叭制衣厂,浙江,浙江湖州,100 - 499人,私营．民营企业,童装,72
深圳市乐轩服装有限公司,广东,广东深圳,100 - 499人,私营．民营企业,女装,72
苏州妙道企业管理有限公司,江苏,江苏常熟,50 - 99人,私营．民营企业,"男装,女装,童装,鞋业,牛仔",72
上海嘉麟杰纺织品股份有限公司,上海,上海,1000人以上,私营．民营企业,"男装,女装,运动休闲,面辅料",72
南昌华兴针织实业有限公司,江西,江西南昌,1000人以上,港台澳企业,"男装, 女装, 内衣, 童装, 毛衫针织",73
广州力欧服饰有限公司,广东,广东广州,500 - 999人,私营．民营企业,"男装,女装",73
北京剑江制衣集团,北京,北京,100 - 499人,私营．民营企业,"男装,正装,职业装,毛衫针织,羽绒服",73
宁波瑞诺特克服装有限公司,浙江,浙江宁波,100 - 499人,私营．民营企业,,73
常熟市凤禧服饰有限责任公司,江苏,江苏苏州,100 - 499人,私营．民营企业,"女装,饰品",73
卓盈丰制衣纺织（中山）有限公司,广东,广东中山,1000人以上,外商独资．外企办事处,"内衣,童装,泳装",73
成都创世实业有限公司,四川,四川成都,100 - 499人,私营．民营企业,职业装,73
杭州鼎辉服饰有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,"男装, 女装",73
浙江新大集团有限公司,浙江,浙江杭州,1000人以上,国有企业,"男装,女装,童装,毛衫针织,家纺",73
扬州市派尔运动服饰有限公司,江苏,江苏扬州,100 - 499人,私营．民营企业,"内衣,泳装",73
东莞市如忆服装有限公司,广东,广东东莞,500 - 999人,外商独资．外企办事处,"女装,牛仔,毛衫针织,丝绸",74
东莞晋耀服装有限公司,广东,广东东莞,100 - 499人,港台澳企业,"男装,女装,内衣,运动休闲,泳装",74
浙江敦奴联合实业股份有限公司,浙江,浙江嘉兴,1000人以上,中外合营(合资．合作),女装,74
新永胜环球贸易（深圳）有限公司,广东,广东深圳,1000人以上,港台澳企业,内衣,74
深圳市凯信时装有限公司,广东,广东深圳,1000人以上,私营．民营企业,女装,74
风华制衣(中山)有限公司,广东,广东中山,1000人以上,外商独资．外企办事处,内衣,74
广州市天雯服饰设计室,广东,广东广州,1 - 49人,私营．民营企业,"女装,饰品,婚纱礼服,职业装",74
东阳市海迪制衣厂,浙江,浙江金华,100 - 499人,私营．民营企业,"男装,女装,运动休闲",74
广州市画尔服饰有限公司,广东,广东广州,500 - 999人,港台澳企业,内衣,74
浙江精都服饰有限公司,浙江,浙江温州,1000人以上,私营．民营企业,"男装, 其他",74
东莞市以纯集团有限公司,广东,广东东莞,1000人以上,私营．民营企业,"男装,女装,童装,运动休闲,牛仔,毛衫针织,羽绒服",75
广东印象派服装有限公司,广东,广东东莞,100 - 499人,私营．民营企业,毛衫针织,75
武汉雅利达贸易有限公司,湖北,湖北武汉,100 - 499人,私营．民营企业,"男装,女装,正装,其他",75
湖南欧林雅服饰有限责任公司,湖南,湖南长沙,100 - 499人,私营．民营企业,"女装,内衣,袜业,家纺,其他",75
丽晶维珍妮内衣（深圳）有限公司,广东,广东深圳,1000人以上,港台澳企业,"女装,内衣,运动休闲,泳装,其他",75
东莞顺发内衣制造有限公司,广东,广东东莞,500 - 999人,港台澳企业,"内衣,其他",75
晶苑国际集团有限公司,广东,广东东莞,1000人以上,港台澳企业,毛衫针织,75
泰安浩宇服饰有限公司,山东,山东泰安,500 - 999人,私营．民营企业,"男装,女装,童装,运动休闲,羽绒服",75
苏州丝维特针织服饰有限公司,江苏,江苏苏州,100 - 499人,私营．民营企业,毛衫针织,75
常州贝升服饰有限公司,江苏,江苏常州,500 - 999人,私营．民营企业,"男装,女装,内衣,童装",75
江苏国泰汉帛贸易有限公司,江苏,江苏苏州,500 - 999人,国有企业,其他,76
重庆维度服饰有限公司,重庆,重庆渝北区,500 - 999人,私营．民营企业,女装,76
江阴莎沃斯服饰有限公司,江苏,江苏无锡,500 - 999人,私营．民营企业,"男装,运动休闲",76
常熟市誉恒针纺有限公司,江苏,江苏苏州,100 - 499人,私营．民营企业,"男装,女装,内衣,童装,毛衫针织",76
