company_name,province,location,size,nature,business,page_num
佛山市伊瑞尚服饰有限公司,广东,广东佛山,50 - 99人,私营．民营企业,童装,165
杭州市怀宇服饰有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,女装,165
杭州韩布衣服装有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,女装,165
上海迪睿服饰有限公司,上海,上海,100 - 499人,私营．民营企业,"男装, 女装",165
桐乡市杰尼丝纺织有限公司,浙江,浙江嘉兴,1 - 49人,私营．民营企业,家纺,165
南昌沅尚实业有限公司,江西,江西南昌,100 - 499人,外商独资．外企办事处,女装,165
北京如梦霓裳文化传媒有限公司,北京,北京,,,"男装, 女装, 童装, 鞋业, 婚纱礼服",165
宁波一搭网络科技有限公司,浙江,浙江宁波,,,"男装, 女装",165
东莞市辰昱服饰有限公司,广东,广东东莞,100 - 499人,私营．民营企业,女装,166
杭州启乐服饰有限公司,浙江,浙江杭州,1 - 49人,私营．民营企业,其他,166
北京奥姿雪,北京,北京,100 - 499人,私营．民营企业,男装,166
worldtrims,广东,广东广州,1 - 49人,外商独资．外企办事处,面辅料,166
杭州可珈工贸有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,"男装, 女装",166
北京力子格服装有限公司,北京,北京,,,女装,166
广州德强布业有限公司,广东,广东广州,1 - 49人,私营．民营企业,"男装, 皮革, 面辅料",166
东莞薰衣草时装有限公司,广东,广东东莞,100 - 499人,私营．民营企业,女装,166
温州市西番雅服饰有限公司,浙江,浙江温州,100 - 499人,,"女装, 童装, 牛仔, 毛衫针织, 羽绒服",166
黑白绣服饰,广东,广东广州,,,女装,166
杭州永鸿昌进出口有限公司,浙江,浙江杭州,1 - 49人,私营．民营企业,"男装, 女装, 童装",167
浙江宝鼎服装设计有限公司,浙江,浙江嘉兴,50 - 99人,私营．民营企业,"女装, 皮革, 毛衫针织, 面辅料, 羽绒服",167
义乌市爱动服饰有限公司,浙江,浙江义乌,50 - 99人,外商独资．外企办事处,"女装,童装,运动休闲",167
福鼎创世网络科技有限公司,福建,福建宁德,50 - 99人,外商独资．外企办事处,女装,167
上海卓拉时装有限公司,上海,上海,,,女装,167
佛山市中汇纺织印染有限公司,广东,广东佛山,,,"牛仔, 毛衫针织, 面辅料",167
深圳高卓斯服饰有限公司,广东,广东佛山,,,女装,167
广州市衣型科技有限公司,广东,广东广州,,,男装,167
杭州奥罗拉实业有限公司,浙江,浙江杭州,1 - 49人,私营．民营企业,丝绸,167
东莞市舒展制衣有限公司,广东,广东东莞,100 - 499人,私营．民营企业,"童装,内衣,毛衫针织,其他",167
安徽东锦服饰有限公司,安徽,安徽阜阳,500 - 999人,私营．民营企业,"男装, 女装, 童装, 运动休闲, 羽绒服",168
浙江星悦服饰有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,童装,168
东莞地元服饰有限公司,广东,广东东莞,1 - 49人,私营．民营企业,女装,168
海口文雅时装有限公司,海南,海南海口,500 - 999人,外商独资．外企办事处,"男装,女装",168
东莞市质品服饰有限公司,广东,广东东莞,,,"女装, 运动休闲",168
广州艾尼卡故事童装,广东,广东广州,1 - 49人,私营．民营企业,童装,168
浙江鲍斯高服饰有限公司,浙江,浙江温州,1 - 49人,外商独资．外企办事处,"男装, 正装",168
迪丰集团有限公司,上海,上海,1 - 49人,外商独资．外企办事处,"男装,女装,童装,鞋业,饰品",168
衡阳市赐你美服饰有限公司,湖南,湖南衡阳,,,女装,168
杭州爱儿健婴童用品有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,童装,168
宁波海润制衣有限公司,浙江,浙江宁波,100 - 499人,其它,"毛衫针织,其他",169
拉夏贝尔洛阳分公司,河南,河南洛阳,1000人以上,外商独资．外企办事处,"男装, 女装, 童装, 牛仔, 毛衫针织",169
卡萨服饰有限公司,浙江,浙江温州,,,男装,169
宁波太平鸟电子商务有限公司,浙江,浙江宁波,100 - 499人,私营．民营企业,"男装, 女装, 童装",169
江苏宝缦家纺科技有限公司,江苏,江苏苏州,500 - 999人,私营．民营企业,家纺,169
杭州三上服饰有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,男装,169
西安海玮纺织服饰有限公司,陕西,陕西西安,50 - 99人,私营．民营企业,女装,169
嘉兴市京格时装有限公司,浙江,浙江嘉兴,,,"女装,男装,羽绒服,童装",169
高邮市久轩服装店,江苏,江苏苏州,1 - 49人,私营．民营企业,男装,169
宁波保税区迪赛国际贸易有限公司,浙江,浙江宁波,100 - 499人,私营．民营企业,"男装, 女装, 童装, 运动休闲, 羽绒服",169
杭州勒芒电子商务有限公司,浙江,浙江杭州,1 - 49人,外商独资．外企办事处,女装,170
杭州追木服饰有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,童装,170
深圳桃行科技集团有限公司,广东,广东深圳,,,"内衣, 泳装, 袜业, 其他",170
上海景萱服装有限公司,上海,上海,1 - 49人,私营．民营企业,其他,170
广州市盖恋服饰有限公司(千细),广东,广东广州,,,女装,170
普宁市卡璐姿制造有限公司,广东,广东潮州,100 - 499人,外商独资．外企办事处,女装,170
囊莹（浅尝）服装,广东,广东广州,1 - 49人,外商独资．外企办事处,女装,170
杭州华世服饰有限公司,浙江,浙江杭州,1 - 49人,私营．民营企业,其他,170
上海吾福投资管理有限公司,上海,上海,,,女装,170
郑州百之百商贸有限公司,河南,河南洛阳,,,女装,170
优诺（天津）服装有限公司,天津,天津,1000人以上,私营．民营企业,女装,171
湖州弄潮儿制衣厂,浙江,浙江湖州,100 - 499人,私营．民营企业,童装,171
南通杰克拜尼服帽有限公司,江苏,江苏南通,1 - 49人,私营．民营企业,其他,171
杭州陆益清服饰有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,女装,171
北京汇宁轩商贸有限公司,北京,北京海淀,1 - 49人,外商独资．外企办事处,"男装,面辅料",171
上海既特服饰有限公司,上海,上海,1 - 49人,私营．民营企业,其他,171
上海桃苏电子商务有限公司,上海,上海,1 - 49人,私营．民营企业,内衣,171
广州两仪文化传播有限公司,广东,广东广州,1 - 49人,私营．民营企业,正装,171
广东爱依服商贸有限公司,广东,广东佛山,1000人以上,私营．民营企业,女装,171
广州市俏品服饰有限公司,广东,广东广州,50 - 99人,私营．民营企业,女装,171
多明歌服饰公司,广东,广东东莞,100 - 499人,外商独资．外企办事处,女装,172
浙江丽水言目设计工作室,浙江,浙江丽水,1 - 49人,私营．民营企业,羽绒服,172
上海鹏军贸易有限公司,上海,上海,1 - 49人,私营．民营企业,其他,172
嘉兴市睿宝服饰有限公司,浙江,浙江嘉兴,50 - 99人,私营．民营企业,"女装,毛衫针织",172
上海艺谷服饰有限公司,上海,上海,100 - 499人,私营．民营企业,童装,172
新沂市联强服饰有限公司,江苏,江苏徐州,100 - 499人,私营．民营企业,"男装, 女装, 童装, 正装, 运动休闲",172
山东汇成服饰有限公司,山东,山东济宁,1 - 49人,私营．民营企业,女装,172
杭州木木屋儿童用品有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,童装,172
广州市贝妃尼贸易有限公司,广东,广东广州,,,"箱包,鞋业",172
广州市安踏鞋业有限公司分公司,广东,广东广州,500 - 999人,国内上市公司,鞋业,172
广州织达服饰有限公司,广东,广东广州,,,"男装, 童装",173
深圳市歌兰莉内衣有限公司,广东,广东深圳,50 - 99人,私营．民营企业,,173
上海芮迷服饰有限公司,上海,上海,1 - 49人,私营．民营企业,其他,173
深圳市贝乐时尚实业有限公司,广东,广东深圳,1 - 49人,私营．民营企业,"男装,女装",173
益彩时尚贸易（深圳）有限公司,广东,广东深圳,100 - 499人,外商独资．外企办事处,面辅料,173
杭州淘点科技有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,"其他,女装",173
sgs通标标准技术服务有限公司,广东,广东深圳,,,其他,173
魔法时光,江苏,江苏苏州,1 - 49人,私营．民营企业,童装,173
杭州羽皇服饰有限公司,浙江,浙江嘉兴,1 - 49人,私营．民营企业,其他,173
杭州酷丞网络科技有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,"童装, 其他",173
昆山市华晟泓业服饰有限公司,江苏,江苏苏州,1 - 49人,私营．民营企业,其他,174
杭州啾咪服饰有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,童装,174
广州市辉华服装有限公司,广东,广东广州,50 - 99人,私营．民营企业,,174
深圳市荣锦达实业发展有限公司,广东,广东深圳,1 - 49人,外商独资．外企办事处,"内衣,运动休闲,袜业,其他",174
浙江盛祺服饰有限公司,浙江,浙江绍兴,100 - 499人,私营．民营企业,"男装, 女装, 正装, 职业装",174
东莞英帕华服装有限公司,广东,广东东莞,1 - 49人,私营．民营企业,女装,174
郑州菲英服饰有限公司,河南,河南郑州,100 - 499人,私营．民营企业,职业装,174
衣伦奴品牌服装公司,广东,广东广州,50 - 99人,私营．民营企业,女装,174
桐乡市明秀服饰有限公司,浙江,浙江嘉兴,50 - 99人,中外合营(合资．合作),毛衫针织,174
杭州蓝恩服饰有限公司,浙江,浙江杭州,1 - 49人,私营．民营企业,女装,174
浙江奥弘服饰有限公司,浙江,浙江杭州,1 - 49人,私营．民营企业,"皮革, 饰品, 箱包",175
杭州封后服饰有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,女装,175
深圳市雅兰家纺科技有限公司,广东,广东深圳,,,家纺,175
宁波市鄞州雅生服饰有限公司,浙江,浙江宁波,100 - 499人,私营．民营企业,"女装, 毛衫针织",175
洛阳市浩洋服饰有限公司,河南,河南洛阳,,,女装,175
常州东奥服装有限公司,江苏,江苏常州,1000人以上,港台澳企业,"男装,女装,运动休闲,牛仔",175
台州欧玛服装有限公司,浙江,浙江台州,1 - 49人,私营．民营企业,童装,175
杭州云工场科技有限公司,浙江,浙江杭州,,,"男装, 正装",175
杭州吉衣网络定制服装公司,浙江,浙江杭州,50 - 99人,私营．民营企业,男装,175
杭州述色服装有限公司,浙江,浙江杭州,100 - 499人,外商独资．外企办事处,女装,175
云南布饶克服饰有限公司,云南,云南昆明,,,"男装,皮革,职业装,饰品,箱包",176
深圳市玛依尔服饰有限公司,广东,广东深圳,1 - 49人,私营．民营企业,女装,176
温州市沣益服饰贸易有限公司,浙江,浙江温州,100 - 499人,外商独资．外企办事处,男装,176
淄博冠名服饰有限公司,山东,山东淄博,1 - 49人,私营．民营企业,童装,176
高阳县锦悦纺织品制造有限公司,河北,河北保定,1 - 49人,私营．民营企业,童装,176
德清宝瑞丝绸有限公司,浙江,浙江嘉兴,1 - 49人,私营．民营企业,童装,176
佛山市顺德区思进制衣有限公司,广东,广东佛山,1000人以上,港台澳企业,泳装,176
宁波和亿品牌管理有限公司,浙江,浙江宁波,,,男装,176
荷马有限公司,浙江,浙江杭州,500 - 999人,中外合营(合资．合作),"运动休闲,箱包",176
广州黑田贸易有限公司,广东,广东广州,100 - 499人,外商独资．外企办事处,女装,176
上海俊懿网络科技有限公司,上海,上海,100 - 499人,私营．民营企业,童装,177
宁波优路电子商务有限公司,浙江,浙江宁波,,,女装,177
凡蒂娜馨,广东,广东广州,1 - 49人,私营．民营企业,女装,177
德州元茂纺织有限公司,山东,山东德州,500 - 999人,外商独资．外企办事处,牛仔,177
杭州恒纺贸易有限公司,浙江,浙江杭州,1 - 49人,私营．民营企业,家纺,177
青岛瑞华集团有限公司,山东,山东青岛,500 - 999人,私营．民营企业,"男装,女装,童装,运动休闲,牛仔",177
无界卡门内衣创作有限公司,广东,广东佛山,50 - 99人,私营．民营企业,内衣,177
浙江杰尼恩服饰有限公司,浙江,浙江温州,,,"男装, 运动休闲",177
永新服装有限公司杭州代表处,浙江,浙江杭州,100 - 499人,外商独资．外企办事处,女装,177
宁波高新区福华德贸易有限公司,浙江,浙江宁波,50 - 99人,私营．民营企业,女装,177
深圳市特别特科技有限公司,广东,广东深圳,50 - 99人,私营．民营企业,,178
株洲市远赢服饰有限公司,湖南,湖南郴州,50 - 99人,私营．民营企业,童装,178
杭州求索服饰有限公司,浙江,浙江杭州,1 - 49人,私营．民营企业,男装,178
南京邦策商贸有限公司,江苏,江苏南京,1 - 49人,外商独资．外企办事处,"男装, 女装, 箱包, 家纺",178
北京玛格丽国际时装有限公司,北京,北京,100 - 499人,私营．民营企业,女装,178
简特锦服（北京）服饰有限公司,北京,北京,1 - 49人,私营．民营企业,"男装,女装,鞋业,箱包,毛衫针织",178
青岛羽翎珊集团有限公司,山东,山东青岛,1000人以上,外商独资．外企办事处,家纺,178
广东凯煊服饰实业有限公司,广东,广东广州,100 - 499人,私营．民营企业,女装,178
陕西美戈尔衣业公司,陕西,陕西西安,500 - 999人,私营．民营企业,,178
深圳极视角科技有限公司,广东,广东深圳,,,其他,178
苏州圣戈迪尔服饰有限公司,江苏,江苏苏州,1 - 49人,私营．民营企业,"男装,女装,正装,职业装",179
杭州色杰服饰设计有限公司,浙江,浙江杭州,1 - 49人,私营．民营企业,女装,179
广州三久服饰有限公司,广东,广东广州,1 - 49人,私营．民营企业,男装,179
上海路卓商贸有限公司,上海,上海,,,男装,179
汕头骏雅制衣有限公司,广东,广东汕头,,,"男装, 女装, 鞋业, 牛仔, 其他",179
广州市东域信息科技有限公司,广东,广东广州,,,"男装, 女装, 饰品, 职业装, 其他",179
普温斯(北京）商业有限责任公司,北京,北京,100 - 499人,私营．民营企业,其他,179
杭州游诗李服饰有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,女装,179
上海艾柏时尚服饰有限公司,上海,上海,50 - 99人,私营．民营企业,内衣,179
陕西省定边县定边商城,陕西,陕西榆林,100 - 499人,其它,"男装, 女装, 鞋业, 饰品",179
广州芙蓉可儿服装有限公司,广东,广东广州,,,女装,180
上海尺间科技有限公司,上海,上海,,,"内衣, 运动休闲",180
杭州至简科技有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,内衣,180
珠海辉伦针织有限公司,广东,广东珠海,500 - 999人,外商独资．外企办事处,毛衫针织,180
北京曲威吕馨服装服饰有限公司,北京,北京,50 - 99人,私营．民营企业,女装,180
广州纪威商贸有限公司,广东,广东广州,50 - 99人,私营．民营企业,男装,180
汕头市奥美斯服饰有限公司,广东,广东汕头,100 - 499人,私营．民营企业,童装,180
青岛一品小熊儿童用品有限公司,山东,山东青岛,100 - 499人,私营．民营企业,童装,180
金华莎蕾服饰有限公司,浙江,浙江金华,50 - 99人,私营．民营企业,内衣,180
平湖市新天乐制衣有限公司,浙江,浙江嘉兴,100 - 499人,私营．民营企业,"女装,正装,牛仔,职业装,羽绒服",180
帽帽堂帽业有限公司,江苏,江苏宿迁,1 - 49人,私营．民营企业,"毛衫针织, 其他",181
卡尔美（中国）有限公司,上海,上海,1000人以上,私营．民营企业,运动休闲,181
湖州井果儿衣族有限公司,浙江,浙江湖州,50 - 99人,私营．民营企业,,181
深圳市依伽依佳服饰有限公司,广东,广东深圳,1 - 49人,私营．民营企业,女装,181
上海麦薇贸易有限公司,上海,上海,100 - 499人,私营．民营企业,,181
杭州星柚服饰有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,"女装,童装",181
南京边城体育用品股份有限公司,江苏,江苏南京,100 - 499人,国有企业,运动休闲,181
广州漫丫服饰有限公司,广东,广东广州,50 - 99人,私营．民营企业,女装,181
浙江卡布依服饰有限公司,浙江,浙江温州,50 - 99人,,女装,181
广州卡丝黛儿服饰有限公司,广东,广东广州,50 - 99人,私营．民营企业,女装,181
福建华海实业有限公司,福建,福建泉州,100 - 499人,私营．民营企业,"男装,女装,鞋业,箱包,运动休闲",182
新元素服饰有限公司,浙江,浙江湖州,50 - 99人,私营．民营企业,童装,182
杭州舒拉服装设计有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,女装,182
东莞市鑫浪纺织科技有限公司,广东,广东东莞,1 - 49人,外商独资．外企办事处,运动休闲,182
上海创珍贸易有限公司,浙江,浙江杭州,,,男装,182
杭州七克拉服饰有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,童装,182
浙江布谷鸟时装设计有限公司,浙江,浙江嘉兴,50 - 99人,私营．民营企业,毛衫针织,182
北京千易盛体育文化发展有限公司,北京,北京,50 - 99人,外商独资．外企办事处,运动休闲,182
广州衣神制作服饰有限公司,广东,广东广州,100 - 499人,私营．民营企业,"男装,女装",182
苏州马修佩里服饰有限公司,江苏,江苏苏州,100 - 499人,私营．民营企业,"男装,正装",182
湖南润富祥服饰有限公司,湖南,湖南株洲,,,"职业装,男装,女装",183
广东健业纺织集团有限公司,广东,广东广州,500 - 999人,外商独资．外企办事处,面辅料,183
深圳市环球易购电子商务有限公司,广东,广东深圳,1 - 49人,外商独资．外企办事处,"男装,女装,童装,内衣,泳装",183
上海知恩服饰有限公司,浙江,浙江杭州,50 - 99人,外商独资．外企办事处,女装,183
牧高笛户外用品股份有限公司,浙江,浙江衢州,1000人以上,私营．民营企业,"运动休闲,其他",183
杭州巴尼兰珂电子商务有限公司,浙江,浙江杭州,50 - 99人,外商独资．外企办事处,女装,183
湖州康喆服饰有限公司,浙江,浙江湖州,50 - 99人,私营．民营企业,童装,183
杭州素构时装有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,女装,183
福建珍贵鸟服饰有限公司,福建,福建泉州,500 - 999人,私营．民营企业,男装,183
济南法诗欧时装公司,山东,山东济南,,,女装,183
湖州韩尚童装有限公司,浙江,浙江湖州,50 - 99人,私营．民营企业,童装,184
晋江七匹狼服装制造有限公司,福建,福建晋江,1000人以上,外商独资．外企办事处,男装,184
广州伊丝娃儿时装有限公司,广东,广东广州,,,女装,184
山东泽盛经贸有限公司,山东,山东烟台,,,"男装, 女装, 内衣, 皮革, 鞋业",184
广州梧桐树服饰设计有限公司,广东,广东广州,1 - 49人,私营．民营企业,内衣,184
浙江海睿服饰有限公司,浙江,浙江金华,50 - 99人,私营．民营企业,"男装,女装,婚纱礼服,其他",184
杭州章小兰服饰有限公司,浙江,浙江杭州,,,,184
常熟天虹服装城管理有限公司,江苏,江苏常熟,100 - 499人,国内上市公司,女装,184
广州韩味服饰有限公司,广东,广东广州,50 - 99人,私营．民营企业,其他,184
重庆蓝蝶服饰有限公司,重庆,重庆,,,女装,184
无锡梦燕服饰有限公司,江苏,江苏无锡,100 - 499人,私营．民营企业,"男装, 女装",185
深圳市琳璧时尚设计有限公司,广东,广东深圳,1 - 49人,私营．民营企业,其他,185
杭州激昂服饰有限公司,浙江,浙江杭州,,,男装,185
成都市形由服饰有限公司,四川,四川成都,1 - 49人,中美合资,"女装, 童装, 皮革, 饰品",185
温州市东戈服饰有限公司,浙江,浙江温州,100 - 499人,私营．民营企业,,185
伊茄米童装,浙江,浙江嘉兴,,,童装,185
厦门俊亿供应链有限公司,福建,福建厦门,50 - 99人,私营．民营企业,运动休闲,185
东阳市凯美袜业有限公司,浙江,浙江金华,100 - 499人,私营．民营企业,,185
香港浩艳国际服饰有限公司,广东,广东佛山,1 - 49人,私营．民营企业,,185
汕头市爱尔美制衣有限公司,广东,广东汕头,50 - 99人,私营．民营企业,内衣,185
江苏舜天豪舰贸易有限公司,江苏,江苏南京,100 - 499人,私营．民营企业,"男装, 女装, 童装",186
广州衣布到位信息科技有限公司,广东,广东广州,100 - 499人,私营．民营企业,"面辅料, 其他",186
浙江子不语电子商务有限公司,浙江,浙江杭州,1000人以上,私营．民营企业,"女装,男装,泳装",186
无锡优宏贸易有限公司,江苏,江苏无锡,,,其他,186
朗晴服装(深圳)有限公司,广东,广东深圳,100 - 499人,私营．民营企业,"女装, 内衣, 牛仔, 职业装, 毛衫针织",186
广州李夏服饰有限公司,广东,广东广州,50 - 99人,私营．民营企业,"女装,男装",186
广州市白云区达兴制衣厂,广东,广东广州,500 - 999人,中外合营(合资．合作),毛衫针织,186
广州市缤奇度服饰贸易有限公司,广东,广东广州,1 - 49人,私营．民营企业,运动休闲,186
北京爱亲投资股份有限公司,北京,北京,50 - 99人,私营．民营企业,童装,186
常熟柯尔韵服饰有限公司,江苏,江苏常熟,50 - 99人,私营．民营企业,"男装, 女装",186
玉喜服装工作室,北京,北京,1 - 49人,外商独资．外企办事处,女装,187
慈溪维利亚时装有限公司,浙江,浙江宁波,100 - 499人,私营．民营企业,"男装,童装,女装",187
杭州宣粒科技有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,女装,187
广州集优快时尚服饰有限公司  JU,广东,广东广州,100 - 499人,外商独资．外企办事处,内衣,187
逗龙王子童装,湖南,湖南株洲,,,童装,187
广东大麦内衣有限公司,广东,广东佛山,500 - 999人,私营．民营企业,内衣,187
佛山市优奇婴儿用品网售有限公司,广东,广东佛山,100 - 499人,私营．民营企业,"童装,内衣",187
东莞市沙田凯蒂服装厂,广东,广东东莞,100 - 499人,私营．民营企业,女装,187
广州图吖婴童用品有限公司,广东,广东广州,,,童装,187
广州顺驰服饰有限公司,广东,广东广州,100 - 499人,中外合营(合资．合作),"男装, 女装",187
广州嘉峻创展投资管理有限公司（嘉骏）,广东,广东广州,100 - 499人,港台澳企业,"男装, 女装, 童装",188
广州千乐禧投资控股有限公司,广东,广东广州,100 - 499人,港台澳企业,,188
广州市宏驰电子商务有限公司,广东,广东广州,50 - 99人,港台澳企业,"男装, 女装",188
深圳市智能制造软件开发有限公司,广东,广东深圳,50 - 99人,外商独资．外企办事处,其他,188
广州市子青言传媒有限公司,广东,广东广州,1 - 49人,私营．民营企业,"男装,女装",188
上海睿发服饰有限公司,上海,上海,1 - 49人,外商独资．外企办事处,男装,188
广州乐骑体育用品有限公司,广东,广东广州,50 - 99人,私营．民营企业,运动休闲,188
湖州海优服饰有限公司,浙江,浙江湖州,100 - 499人,私营．民营企业,童装,188
山东子居中式服装,山东,山东济南,50 - 99人,私营．民营企业,"男装, 女装, 童装",188
无锡市日晖纺织科技有限公司,江苏,江苏无锡,,,"女装, 童装, 运动休闲, 面辅料",188
广州迅瞬贸易有限公司,广东,广东广州,50 - 99人,中外合营合资．合作,女装,189
安徽高梵电子商务有限公司,安徽,安徽合肥,100 - 499人,私营．民营企业,"男装,女装,童装,羽绒服",189
斯得雅（中国）有限公司,福建,福建厦门,,,男装,189
上海梵金投资管理有限公司,上海,上海,1 - 49人,外商独资．外企办事处,"男装, 女装, 运动休闲, 饰品, 毛衫针织",189
湖州好衣来服饰有限公司,浙江,浙江湖州,50 - 99人,私营．民营企业,童装,189
惠州市欧斯蔓实业有限公司,广东,广东,50 - 99人,私营．民营企业,"男装, 女装, 童装, 运动休闲, 泳装",189
深圳市博克时代科技开发有限公司,广东,广东深圳,1 - 49人,外商独资．外企办事处,"男装,婚纱礼服,女装,牛仔,正装",189
广州市墨历服饰有限公司,广东,广东广州,100 - 499人,私营．民营企业,"女装, 饰品, 毛衫针织, 丝绸, 其他",189
江苏汇鸿国际集团中嘉发展有限公司,江苏,江苏南京,100 - 499人,国有企业,"男装,女装,饰品,毛衫针织,家纺",189
苏州日禾戎美商贸有限公司,江苏,江苏苏州,500 - 999人,外商独资．外企办事处,"女装, 皮革, 鞋业, 毛衫针织",189
北京海兰丝服饰有限公司,北京,北京,1000人以上,私营．民营企业,女装,190
北京佳思睿思服装有限公司,北京,北京,50 - 99人,私营．民营企业,女装,190
桐乡市例卡服饰有限公司,浙江,浙江嘉兴,100 - 499人,私营．民营企业,"女装, 毛衫针织",190
常州市尚郡商贸有限公司,江苏,江苏常州,100 - 499人,私营．民营企业,,190
广州巨洋服饰有限公司,广东,广东广州,,,"女装, 皮革, 饰品, 毛衫针织, 箱包",190
无锡市金茂对外贸易有限公司,江苏,江苏无锡,100 - 499人,私营．民营企业,"男装, 女装",190
浙江太子龙服饰股份有限公司,浙江,浙江杭州,1000人以上,私营．民营企业,男装,190
广东木子企画广告传播有限公司,广东,广东广州,100 - 499人,私营．民营企业,其他,190
广州新塘柏辉制衣有限公司,广东,广东广州,100 - 499人,外商独资．外企办事处,"男装, 女装, 牛仔",190
深圳市德盛泰服装有限公司,广东,广东深圳,,,男装,190
青岛角腕影视文化传媒有限公司,山东,山东青岛,50 - 99人,私营．民营企业,"女装,内衣,童装",191
宝淇（厦门）服饰有限公司,福建,福建厦门,100 - 499人,外商独资．外企办事处,童装,191
上海蕴迪贸易有限公司,上海,上海,1 - 49人,外商独资．外企办事处,女装,191
海宁市英蔓时装贸易有限公司,浙江,浙江海宁,1 - 49人,私营．民营企业,女装,191
上海华翔羊毛衫有限公司,上海,上海,100 - 499人,私营．民营企业,毛衫针织,191
浙江波思奇羊绒有限公司,浙江,浙江嘉兴,100 - 499人,私营．民营企业,,191
顺纺集团,广东,广东佛山,1000人以上,私营．民营企业,"牛仔,毛衫针织",191
杭州弟尚服饰有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,女装,191
嘉兴市艾汇服饰,浙江,浙江嘉兴,100 - 499人,私营．民营企业,女装,191
伯众杰友,广东,广东广州,1 - 49人,外商独资．外企办事处,"男装,女装,牛仔,毛衫针织,羽绒服",191
宁波斯蒂科国际贸易有限公司,浙江,浙江宁波,1000人以上,私营．民营企业,"男装, 女装, 童装",192
DMB LTD. hangzhou office,浙江,浙江杭州,1 - 49人,外商独资．外企办事处,"男装,女装,职业装,毛衫针织,箱包",192
桐乡市濮院秋水衣梦服饰有限公司,浙江,浙江嘉兴,50 - 99人,私营．民营企业,毛衫针织,192
苏州市锦和染织有限公司,江苏,江苏苏州,,,毛衫针织,192
上海翼司服饰有限公司,上海,上海,50 - 99人,私营．民营企业,其他,192
北京吉芬时装股份有限公司,北京,北京,100 - 499人,外商独资．外企办事处,女装,192
福州意玛贸易有限公司,福建,福建福州,100 - 499人,私营．民营企业,童装,192
深圳市希希迪迪服饰有限公司,广东,广东深圳,,,女装,192
杭州摄美品牌管理有限公司,浙江,浙江杭州,50 - 99人,私营．民营企业,"女装,内衣",192
广州永缘道商贸有限公司,浙江,浙江杭州,,,男装,192
中山市领航服饰有限公司,广东,广东中山,100 - 499人,中外合营(合资．合作),"童装, 家纺",193
宝嘉亚洲有限公司,广东,广东河源,1000人以上,外商独资．外企办事处,"男装, 女装, 鞋业, 运动休闲",193
浙江润爵服装有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,女装,193
杭州普麦服饰有限公司,浙江,浙江杭州,1 - 49人,私营．民营企业,,193
浙江凯喜雅国际股份有限公司,浙江,浙江杭州,1000人以上,私营．民营企业,"女装,内衣,毛衫针织,丝绸,面辅料",193
宁波龙飞进出口有限公司,浙江,浙江宁波,50 - 99人,私营．民营企业,皮革,193
上海大朴电子商务有限公司,上海,上海,50 - 99人,私营．民营企业,,193
杭州誉杰电子商务有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,女装,193
苏州源易信贸易有限公司,江苏,江苏常熟,1 - 49人,私营．民营企业,"鞋业, 运动休闲",193
湖州织里亚翔服饰有限公司,浙江,浙江湖州,1 - 49人,其它,童装,193
杭州星童坊儿童用品有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,"童装, 饰品, 箱包",194
杭州福星工贸有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,"男装,女装",194
宏达高科控股股份有限公司,浙江,浙江嘉兴,100 - 499人,私营．民营企业,其他,194
上海采艳服饰有限公司,上海,上海,100 - 499人,私营．民营企业,女装,194
温州名远商贸有限公司,浙江,浙江温州,100 - 499人,私营．民营企业,男装,194
萨罗斯（北京) 国际贸易有限公司,北京,北京,50 - 99人,私营．民营企业,"男装,女装,童装,鞋业,运动休闲,箱包",194
杭州白云服饰有限公司,浙江,浙江杭州,100 - 499人,私营．民营企业,童装,194
桐乡市布嘉迪服饰有限公司,浙江,浙江桐乡,100 - 499人,私营．民营企业,"男装, 女装, 童装, 毛衫针织",194
温州佳诺服饰有限公司（棵棵树）,浙江,浙江温州,500 - 999人,私营．民营企业,童装,194
嘉兴貂帅服饰有限公司,浙江,浙江嘉兴,50 - 99人,私营．民营企业,"女装,毛衫针织",194
