"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,184,"QAT","Qatar","QATAR","Qatar","Dawlat Qatar","","Katar","","Qatar ","Qatar ","<U+041A><U+0430><U+0442><U+0430><U+0440>","<U+0642><U+0637><U+0631>","<U+5361><U+5854><U+5C14>","","","Qatar","QA","","QA","634","19161103","Present","565439","11098.880000000001","50.945590906469846","Western Asia","Asia","1","","","","","High income: nonOECD","Debt not classified","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
